id,lat,lon,P_heat_max
0,56.96388801,24.01965905,905.5
1,56.94860372,24.01757718,1424.3
2,56.95791018,24.04360141,308.0
3,56.94788841,24.06351625,2681.25
4,56.93841449,24.04343421,108.9
