id,lat,lon
0,56.95926,24.0352
1,56.95817,24.05148
2,56.95212,24.03518
3,56.96183,24.02276
4,56.94109,24.05846
5,56.93994,24.08314
6,56.96432,24.07265
7,56.94612,24.07854
