thermal_demand,electricity_price,co2_price,gas_price,waste_heat,biomass_price,loss_ratio,thermal_demand_with_losses
6051.25,87.21,67.22,189.474,16.3315,21.9,0.016399999999999998,6150.4905
6314.62,73.39,67.22,189.474,15.1529,21.9,0.016399999999999998,6418.179768
6349.79,69.67,67.22,189.474,15.2843,21.9,0.016399999999999998,6453.926555999999
6264.37,69.25,67.22,189.474,17.4529,21.9,0.016399999999999998,6367.105668
5909.58,69.29,67.22,189.474,16.1016,21.9,0.016399999999999998,6006.497112
5904.93,70.64,67.22,189.474,13.1004,21.9,0.016399999999999998,6001.770852000001
6035.06,75.44,67.22,189.474,16.9275,21.9,0.016399999999999998,6134.034984
6146.16,84.31,67.22,189.474,15.4502,21.9,0.016399999999999998,6246.957023999999
6821.34,106.03,67.22,189.474,12.0773,21.9,0.016399999999999998,6933.209976
7091.36,119.25,67.22,189.474,16.2338,21.9,0.016399999999999998,7207.658304
7176.64,119.03,67.22,189.474,12.5047,21.9,0.016399999999999998,7294.336896
6664.87,92.95,67.22,189.474,13.7822,21.9,0.016399999999999998,6774.173868
6525.99,80.13,67.22,189.474,11.0127,21.9,0.016399999999999998,6633.0162359999995
6248.73,77.98,67.22,189.474,6.4062,21.9,0.016399999999999998,6351.209171999999
5949.88,74.34,67.22,189.474,7.3223,21.9,0.016399999999999998,6047.458032
5815.82,73.33,67.22,246.942,7.7712,21.9,0.016399999999999998,5911.199447999999
5802.91,72.32,67.22,246.942,6.74,21.9,0.016399999999999998,5898.077724
5890.17,70.34,67.22,246.942,7.6761,21.9,0.016399999999999998,5986.768788
6001.14,68.71,67.22,246.942,7.4721,21.9,0.016399999999999998,6099.558696
6088.46,69.89,67.22,246.942,7.1768,21.9,0.016399999999999998,6188.310743999999
6514.17,83.05,67.22,246.942,6.7937,21.9,0.016399999999999998,6621.002388
7123.39,130.03,67.22,246.942,10.2919,21.9,0.016399999999999998,7240.2135960000005
7235.55,199.99,67.22,246.942,8.4943,21.9,0.016399999999999998,7354.21302
6839.13,142.99,67.22,246.942,11.3475,21.9,0.016399999999999998,6951.291732
6352.1,79.09,67.22,246.942,12.1993,21.9,0.016399999999999998,6456.27444
6568.91,71.31,67.22,246.942,14.7387,21.9,0.016399999999999998,6676.640124
6233.25,66.16,67.22,246.942,18.0569,21.9,0.016399999999999998,6335.4753
6135.85,62.17,67.22,246.942,16.4634,21.9,0.016399999999999998,6236.47794
5754.22,60.55,67.22,246.942,17.3302,21.9,0.016399999999999998,5848.589208
5818.76,67.36,67.22,246.942,15.8372,21.9,0.016399999999999998,5914.187664
6094.93,81.11,67.22,246.942,16.3476,21.9,0.016399999999999998,6194.8868520000005
6309.87,96.98,67.22,246.942,13.5087,21.9,0.016399999999999998,6413.351868
7105.5,106.75,67.22,246.942,17.3682,21.9,0.016399999999999998,7222.0302
7199.39,111.52,67.22,246.942,15.5104,21.9,0.016399999999999998,7317.4599960000005
6992.62,107.43,67.22,246.942,15.3381,21.9,0.016399999999999998,7107.298968
6477.95,105.18,67.22,246.942,12.8862,21.9,0.016399999999999998,6584.18838
6487.62,89.7,67.22,246.942,11.5447,21.9,0.016399999999999998,6594.016968
6435.23,79.89,67.22,246.942,7.0273,21.9,0.016399999999999998,6540.767771999999
6255.68,70.61,67.22,246.942,6.7308,21.9,0.016399999999999998,6358.273152
6130.8,66.81,67.22,212.93,7.0447,21.9,0.016399999999999998,6231.34512
6016.48,65.35,67.22,212.93,6.5369,21.9,0.016399999999999998,6115.150271999999
5884.36,65.4,67.22,212.93,6.6588,21.9,0.016399999999999998,5980.863504
5962.39,64.41,67.22,212.93,7.3776,21.9,0.016399999999999998,6060.173196
6248.9,67.72,67.22,212.93,7.1699,21.9,0.016399999999999998,6351.38196
6415.12,79.15,67.22,212.93,7.3396,21.9,0.016399999999999998,6520.327968
6978.49,99.17,67.22,212.93,11.4599,21.9,0.016399999999999998,7092.937236
7117.98,95.06,67.22,212.93,11.0084,21.9,0.016399999999999998,7234.714872
6916.28,113.16,67.22,212.93,15.2143,21.9,0.016399999999999998,7029.706991999999
6556.06,111.62,67.22,212.93,13.6901,21.9,0.016399999999999998,6663.579384000001
6758.6,78.74,67.22,212.93,13.5825,21.9,0.016399999999999998,6869.441040000001
6707.08,55.78,67.22,212.93,11.5465,21.9,0.016399999999999998,6817.076112
6541.86,54.17,67.22,212.93,15.6277,21.9,0.016399999999999998,6649.146503999999
6345.16,52.8,67.22,212.93,13.0256,21.9,0.016399999999999998,6449.220624
6379.73,73.11,67.22,212.93,15.4387,21.9,0.016399999999999998,6484.357571999999
6615.31,69.66,67.22,212.93,15.1512,21.9,0.016399999999999998,6723.801084000001
6602.2,111.08,67.22,212.93,14.2704,21.9,0.016399999999999998,6710.4760799999995
7303.98,116.24,67.22,212.93,14.6062,21.9,0.016399999999999998,7423.765272
7528.22,119.86,67.22,212.93,14.0697,21.9,0.016399999999999998,7651.6828080000005
7274.3,118.85,67.22,212.93,13.2673,21.9,0.016399999999999998,7393.59852
6596.17,110.91,67.22,212.93,11.7005,21.9,0.016399999999999998,6704.347188
6447.6,93.19,67.22,212.93,12.1725,21.9,0.016399999999999998,6553.34064
6243.51,82.19,67.22,212.93,6.9568,21.9,0.016399999999999998,6345.903564
6345.66,75.84,67.22,212.93,7.5934,21.9,0.016399999999999998,6449.728824
6442.03,87.82,67.22,163.493,6.039,21.9,0.016399999999999998,6547.679292
6585.95,75.26,67.22,163.493,5.7116,21.9,0.016399999999999998,6693.95958
6551.26,74.77,67.22,163.493,5.7439,21.9,0.016399999999999998,6658.700664
6650.31,71.98,67.22,163.493,6.114,21.9,0.016399999999999998,6759.375084
6792.27,73.37,67.22,163.493,5.7721,21.9,0.016399999999999998,6903.663228
7073.09,85.45,67.22,163.493,5.8749,21.9,0.016399999999999998,7189.088676
7528.12,74.86,67.22,163.493,10.3701,21.9,0.016399999999999998,7651.581168
7821.41,69.57,67.22,163.493,9.3154,21.9,0.016399999999999998,7949.681124
7890.6,77.58,67.22,163.493,12.3083,21.9,0.016399999999999998,8020.00584
7710.86,49.48,67.22,163.493,11.4922,21.9,0.016399999999999998,7837.318103999999
7877.29,85.01,67.22,163.493,11.5489,21.9,0.016399999999999998,8006.477556
7773.54,47.98,67.22,163.493,11.763,21.9,0.016399999999999998,7901.026056
7488.13,56.32,67.22,163.493,14.4247,21.9,0.016399999999999998,7610.935332
7182.52,83.88,67.22,163.493,13.6584,21.9,0.016399999999999998,7300.313328
7297.71,52.7,67.22,163.493,13.1493,21.9,0.016399999999999998,7417.392444
7458.54,68.13,67.22,163.493,13.6031,21.9,0.016399999999999998,7580.8600559999995
7481.3,65.72,67.22,163.493,10.7407,21.9,0.016399999999999998,7603.99332
8068.92,112.02,67.22,163.493,13.006,21.9,0.016399999999999998,8201.250288
8013.16,139.34,67.22,163.493,11.7185,21.9,0.016399999999999998,8144.575824
7646.11,75.11,67.22,163.493,12.7114,21.9,0.016399999999999998,7771.506203999999
6926.47,67.67,67.22,163.493,11.3638,21.9,0.016399999999999998,7040.0641080000005
6667.22,62.48,67.22,163.493,9.7597,21.9,0.016399999999999998,6776.562408
6875.21,60.9,67.22,163.493,5.9263,21.9,0.016399999999999998,6987.963444
6862.25,57.82,67.22,163.493,5.6804,21.9,0.016399999999999998,6974.7909
6805.74,48.65,67.22,133.528,5.8068,21.9,0.016399999999999998,6917.354136
6551.8,46.06,67.22,133.528,6.5084,21.9,0.016399999999999998,6659.24952
6465.93,40.98,67.22,133.528,5.9171,21.9,0.016399999999999998,6571.971252
6230.02,35.55,67.22,133.528,6.4889,21.9,0.016399999999999998,6332.192328
6144.2,88.58,67.22,133.528,5.867,21.9,0.016399999999999998,6244.9648799999995
6051.21,100.05,67.22,133.528,6.0881,21.9,0.016399999999999998,6150.449844
6179.89,58.61,67.22,133.528,11.149,21.9,0.016399999999999998,6281.240196
6248.83,39.49,67.22,133.528,10.5098,21.9,0.016399999999999998,6351.310812
6319.5,36.14,67.22,133.528,11.3194,21.9,0.016399999999999998,6423.1398
6110.84,28.11,67.22,133.528,9.5197,21.9,0.016399999999999998,6211.057776
6221.58,4.63,67.22,133.528,10.7816,21.9,0.016399999999999998,6323.613912
6376.61,4.98,74.18,133.528,14.1211,21.9,0.016399999999999998,6481.186403999999
6355.23,1.51,76.5,133.528,13.1033,21.9,0.016399999999999998,6459.455771999999
6154.86,1.58,76.5,133.528,12.5938,21.9,0.016399999999999998,6255.799703999999
6557.13,3.59,76.5,133.528,13.3651,21.9,0.016399999999999998,6664.666932
6668.51,17.57,76.5,133.528,12.6362,21.9,0.016399999999999998,6777.873564
6703.73,49.34,76.5,133.528,13.3849,21.9,0.016399999999999998,6813.671171999999
7205.04,57.8,76.5,133.528,14.2706,21.9,0.016399999999999998,7323.2026559999995
7143.56,72.55,76.5,133.528,10.7785,21.9,0.016399999999999998,7260.714384
7145.24,64.66,76.5,133.528,11.8711,21.9,0.016399999999999998,7262.421936
6386.78,58.95,76.5,133.528,12.0392,21.9,0.016399999999999998,6491.523192
6133.8,55.33,76.5,133.528,11.2138,21.9,0.016399999999999998,6234.39432
5840.37,53.42,76.5,133.528,5.718,21.9,0.016399999999999998,5936.152067999999
5609.81,52.19,76.5,133.528,5.7258,21.9,0.016399999999999998,5701.810884
5513.82,36.68,76.5,125.259,7.0668,21.9,0.016399999999999998,5604.246647999999
5466.98,33.9,76.5,125.259,6.8284,21.9,0.016399999999999998,5556.638472
5257.79,34.84,76.5,125.259,7.3162,21.9,0.016399999999999998,5344.017756
5219.46,35.0,76.5,125.259,6.7961,21.9,0.016399999999999998,5305.059144
5263.95,44.47,76.5,125.259,7.0254,21.9,0.016399999999999998,5350.27878
5397.23,54.95,76.5,125.259,6.8444,21.9,0.016399999999999998,5485.744572
6069.51,74.32,76.5,125.259,10.1657,21.9,0.016399999999999998,6169.049964
6239.53,75.66,76.5,125.259,11.9071,21.9,0.016399999999999998,6341.858292
5924.55,76.7,76.5,125.259,14.8599,21.9,0.016399999999999998,6021.71262
5523.37,75.01,76.5,125.259,13.0313,21.9,0.016399999999999998,5613.953267999999
5731.02,61.9,76.5,125.259,11.9121,21.9,0.016399999999999998,5825.008728000001
5996.53,60.44,76.5,125.259,15.9671,21.9,0.016399999999999998,6094.873092
5942.23,58.85,76.5,125.259,15.0036,21.9,0.016399999999999998,6039.682572
5575.11,58.92,76.5,125.259,17.145,21.9,0.016399999999999998,5666.5418039999995
5494.42,58.72,76.5,125.259,14.6423,21.9,0.016399999999999998,5584.528488
5496.33,63.88,76.5,125.259,15.3182,21.9,0.016399999999999998,5586.469811999999
5449.26,79.02,76.5,125.259,16.6423,21.9,0.016399999999999998,5538.627864
5994.28,90.86,76.5,125.259,14.3842,21.9,0.016399999999999998,6092.586192
6105.19,100.42,76.5,125.259,14.0288,21.9,0.016399999999999998,6205.315116
5864.4,79.92,76.5,125.259,12.9289,21.9,0.016399999999999998,5960.57616
5195.84,75.03,76.5,125.259,11.9973,21.9,0.016399999999999998,5281.051776
5170.69,67.87,76.5,125.259,11.085,21.9,0.016399999999999998,5255.489315999999
5046.13,63.45,76.5,125.259,6.8806,21.9,0.016399999999999998,5128.8865319999995
4872.42,59.95,76.5,125.259,6.9254,21.9,0.016399999999999998,4952.327688
4809.08,64.56,76.5,125.259,6.7818,21.66,0.016399999999999998,4887.948912
4826.24,63.46,76.5,125.259,6.5898,21.66,0.016399999999999998,4905.3903359999995
4856.87,63.3,76.5,125.259,6.8153,21.66,0.016399999999999998,4936.522668
4895.22,63.11,76.5,125.259,7.0053,21.66,0.016399999999999998,4975.5016080000005
5170.11,63.85,76.5,125.259,6.4281,21.66,0.016399999999999998,5254.899804
5296.82,69.66,76.5,125.259,7.2873,21.66,0.016399999999999998,5383.687848
5676.38,86.28,76.5,125.259,11.5865,21.66,0.016399999999999998,5769.472632
5708.1,96.17,76.5,125.259,12.3734,21.66,0.016399999999999998,5801.71284
5505.46,100.68,76.5,125.259,15.5471,21.66,0.016399999999999998,5595.749544
5262.54,93.81,76.5,125.259,14.6589,21.66,0.016399999999999998,5348.8456559999995
5529.74,85.42,76.5,125.259,12.41,21.66,0.016399999999999998,5620.427736
5570.68,80.68,76.5,125.259,15.4211,21.66,0.016399999999999998,5662.039152
5439.4,78.44,76.5,125.259,13.2659,21.66,0.016399999999999998,5528.606159999999
4950.92,78.26,76.5,125.259,14.0134,21.66,0.016399999999999998,5032.115088
5003.15,79.02,76.5,125.259,14.2009,21.66,0.016399999999999998,5085.20166
5169.71,86.34,76.5,125.259,19.2346,21.66,0.016399999999999998,5254.493244
5230.26,99.35,76.5,125.259,13.8268,21.66,0.016399999999999998,5316.036264
5974.15,113.09,76.5,125.259,15.8363,21.66,0.016399999999999998,6072.12606
6190.13,132.06,76.5,125.259,15.9867,21.66,0.016399999999999998,6291.648132
6369.66,123.42,76.5,125.259,15.1367,21.66,0.016399999999999998,6474.122423999999
5872.17,96.55,76.5,125.259,12.2918,21.66,0.016399999999999998,5968.473588
5916.27,83.0,76.5,125.259,11.0159,21.66,0.016399999999999998,6013.2968280000005
5780.51,78.54,76.5,125.259,6.6925,21.66,0.016399999999999998,5875.310364
5602.74,70.04,76.5,125.259,6.762,21.66,0.016399999999999998,5694.624935999999
5503.14,63.65,76.5,127.709,6.4772,21.66,0.016399999999999998,5593.391496
5409.15,61.93,76.5,127.709,7.3879,21.66,0.016399999999999998,5497.860059999999
5454.3,61.36,76.5,127.709,6.3249,21.66,0.016399999999999998,5543.75052
5433.6,60.89,76.5,127.709,6.9632,21.66,0.016399999999999998,5522.71104
5433.24,63.38,76.5,127.709,7.3172,21.66,0.016399999999999998,5522.345136
5561.74,72.1,76.5,127.709,7.3311,21.66,0.016399999999999998,5652.952536
6022.37,93.8,76.5,127.709,12.0739,21.66,0.016399999999999998,6121.136868
6098.96,129.62,76.5,127.709,12.2223,21.66,0.016399999999999998,6198.982943999999
5857.18,142.61,76.5,127.709,10.3839,21.66,0.016399999999999998,5953.237752
5591.64,142.6,76.5,127.709,12.7313,21.66,0.016399999999999998,5683.342896
5650.53,113.56,76.5,127.709,13.5873,21.66,0.016399999999999998,5743.198692
5449.12,91.1,76.5,127.709,15.0722,21.66,0.016399999999999998,5538.485568
5365.32,82.01,76.5,127.709,17.0709,21.66,0.016399999999999998,5453.311248
4988.7,80.91,76.5,127.709,14.4763,21.66,0.016399999999999998,5070.514679999999
4959.18,92.47,76.5,127.709,16.6659,21.66,0.016399999999999998,5040.510552
5054.75,97.01,76.5,127.709,10.7853,21.66,0.016399999999999998,5137.6479
5268.98,105.28,76.5,127.709,15.2693,21.66,0.016399999999999998,5355.391272
6076.0,113.54,76.5,127.709,16.0716,21.66,0.016399999999999998,6175.6464
6334.26,114.91,76.5,127.709,16.014,21.66,0.016399999999999998,6438.141864
6343.95,113.41,76.5,127.709,14.0328,21.66,0.016399999999999998,6447.990779999999
6003.87,103.91,76.5,127.709,14.7994,21.66,0.016399999999999998,6102.333468
5984.19,91.07,76.5,127.709,8.1471,21.66,0.016399999999999998,6082.3307159999995
5755.5,72.37,76.5,127.709,6.8408,21.66,0.016399999999999998,5849.8902
5591.4,63.88,76.5,127.709,7.129,21.66,0.016399999999999998,5683.098959999999
5518.87,63.29,76.5,114.935,6.6362,21.66,0.016399999999999998,5609.379468
5372.56,56.9,76.5,114.935,7.2027,21.66,0.016399999999999998,5460.669984
5344.73,57.52,76.5,114.935,7.2718,21.66,0.016399999999999998,5432.383572
5382.08,57.0,76.5,114.935,7.2044,21.66,0.016399999999999998,5470.346112
5480.54,61.38,76.5,114.935,6.8821,21.66,0.016399999999999998,5570.420856
5761.85,71.43,76.5,114.935,6.6192,21.66,0.016399999999999998,5856.344340000001
6335.7,98.56,76.5,114.935,12.0497,21.66,0.016399999999999998,6439.605479999999
6400.92,94.4,76.5,114.935,10.6965,21.66,0.016399999999999998,6505.895088
5809.22,88.0,76.5,114.935,13.9483,21.66,0.016399999999999998,5904.491208
5263.22,65.71,76.5,114.935,12.319,21.66,0.016399999999999998,5349.536808
5338.86,54.32,76.5,114.935,18.1575,21.66,0.016399999999999998,5426.417304
5064.85,52.52,76.5,114.935,15.076,21.66,0.016399999999999998,5147.9135400000005
4828.82,53.34,76.5,114.935,12.2578,21.66,0.016399999999999998,4908.012648
4785.14,71.53,76.5,114.935,17.9405,21.66,0.016399999999999998,4863.616296
5035.04,71.96,76.5,114.935,16.0333,21.66,0.016399999999999998,5117.614656
5289.19,88.03,76.5,114.935,19.7224,21.66,0.016399999999999998,5375.932715999999
5455.61,88.03,76.5,114.935,16.8829,21.66,0.016399999999999998,5545.082004
6300.57,110.18,76.5,114.935,16.0905,21.66,0.016399999999999998,6403.899348
6704.59,106.07,76.5,114.935,16.7134,21.66,0.016399999999999998,6814.545276
7080.28,80.07,76.5,114.935,14.0028,21.66,0.016399999999999998,7196.396591999999
6848.11,54.65,76.5,114.935,12.3686,21.66,0.016399999999999998,6960.419003999999
6721.47,3.49,76.5,114.935,11.7343,21.66,0.016399999999999998,6831.702108
6373.8,5.03,76.5,114.935,7.1888,21.66,0.016399999999999998,6478.33032
6042.12,5.09,76.5,114.935,7.1366,21.66,0.016399999999999998,6141.210768
6104.54,0.59,76.5,116.426,7.0544,21.66,0.016399999999999998,6204.654456
6164.58,0.56,76.5,116.426,7.1887,21.66,0.016399999999999998,6265.679112
5992.5,0.58,76.5,116.426,7.1914,21.66,0.016399999999999998,6090.777
6036.78,19.42,76.5,116.426,6.9618,21.66,0.016399999999999998,6135.783192
6076.48,46.08,76.5,116.426,6.7561,21.66,0.016399999999999998,6176.134271999999
6381.29,49.78,76.5,116.426,6.6168,21.66,0.016399999999999998,6485.943155999999
6950.49,71.3,76.5,116.426,10.4317,21.66,0.016399999999999998,7064.4780359999995
6690.61,72.79,76.5,116.426,9.9832,21.66,0.016399999999999998,6800.336004
6185.58,69.46,76.5,116.426,11.5971,21.66,0.016399999999999998,6287.023512
5473.71,53.8,76.5,116.426,12.9223,21.66,0.016399999999999998,5563.478844
5536.33,46.44,76.5,116.426,15.3152,21.66,0.016399999999999998,5627.125811999999
5243.61,39.18,76.5,116.426,15.3672,21.66,0.016399999999999998,5329.6052039999995
5150.76,38.34,76.5,116.426,14.4431,21.66,0.016399999999999998,5235.232464
4919.07,37.95,76.5,116.426,11.6089,21.66,0.016399999999999998,4999.742748
4863.3,43.85,76.5,116.426,10.7222,21.66,0.016399999999999998,4943.05812
5058.28,50.72,76.5,116.426,15.7642,21.66,0.016399999999999998,5141.2357919999995
5417.47,70.5,76.5,116.426,17.1663,21.66,0.016399999999999998,5506.316508
6135.76,87.44,76.5,116.426,15.9684,21.66,0.016399999999999998,6236.386464
6358.51,64.86,76.5,116.426,18.6391,21.66,0.016399999999999998,6462.789564
6432.1,57.2,76.5,116.426,12.3517,21.66,0.016399999999999998,6537.58644
5901.59,48.92,76.5,116.426,14.9224,21.66,0.016399999999999998,5998.376076
5854.6,43.94,76.5,116.426,10.7343,21.66,0.016399999999999998,5950.6154400000005
5898.04,40.0,76.5,116.426,6.735,21.66,0.016399999999999998,5994.7678559999995
5880.5,38.22,76.5,116.426,7.0837,21.66,0.016399999999999998,5976.9402
5760.72,38.05,76.5,106.087,6.2522,21.66,0.016399999999999998,5855.195808
5670.87,38.09,76.5,106.087,5.8919,21.66,0.016399999999999998,5763.872268
5626.91,36.68,76.5,106.087,6.1263,21.66,0.016399999999999998,5719.191323999999
5620.01,35.62,76.5,106.087,5.8205,21.66,0.016399999999999998,5712.178164
5667.28,34.9,76.5,106.087,5.5417,21.66,0.016399999999999998,5760.223392
5968.98,34.26,76.5,106.087,6.1849,21.66,0.016399999999999998,6066.871271999999
6229.32,34.28,76.5,106.087,11.1059,21.66,0.016399999999999998,6331.480847999999
6430.42,54.33,76.5,106.087,10.8846,21.66,0.016399999999999998,6535.878888
6319.97,52.43,76.5,106.087,10.7295,21.66,0.016399999999999998,6423.617508
6154.37,47.01,76.5,106.087,11.5173,21.66,0.016399999999999998,6255.301668
6376.17,44.88,76.5,106.087,13.4853,21.66,0.016399999999999998,6480.739188
6259.69,42.26,76.5,106.087,12.362,21.66,0.016399999999999998,6362.348915999999
6087.64,41.51,76.5,106.087,13.7338,21.66,0.016399999999999998,6187.477296
5689.14,43.69,76.5,106.087,12.046,21.66,0.016399999999999998,5782.441896
5663.8,24.16,76.5,106.087,13.4877,21.66,0.016399999999999998,5756.68632
5766.81,41.06,76.5,106.087,12.0932,21.66,0.016399999999999998,5861.385684
6040.2,74.03,76.5,106.087,12.9736,21.66,0.016399999999999998,6139.259279999999
6838.2,74.13,76.5,106.087,13.9979,21.66,0.016399999999999998,6950.346479999999
7258.68,80.16,76.5,106.087,10.2257,21.66,0.016399999999999998,7377.722352
7241.51,83.19,76.5,106.087,11.3631,21.66,0.016399999999999998,7360.270764
6557.58,78.28,76.5,106.087,10.8656,21.66,0.016399999999999998,6665.124312
6368.77,49.1,76.5,106.087,8.904,21.66,0.016399999999999998,6473.217828
6215.89,49.14,76.5,106.087,6.3878,21.66,0.016399999999999998,6317.830596
6300.51,17.03,76.5,106.087,5.3445,21.66,0.016399999999999998,6403.838364
6218.23,26.4,76.5,105.083,6.4814,21.66,0.016399999999999998,6320.208971999999
5931.96,27.51,76.5,105.083,5.9474,21.66,0.016399999999999998,6029.244144
5965.63,29.11,76.5,105.083,6.127,21.66,0.016399999999999998,6063.466332
6081.68,30.3,76.5,105.083,5.7216,21.66,0.016399999999999998,6181.419552
6195.28,35.05,76.5,105.083,5.4309,21.66,0.016399999999999998,6296.882592
6304.48,38.47,76.5,105.083,5.6396,21.66,0.016399999999999998,6407.873471999999
6395.11,41.29,76.5,105.083,9.5458,21.66,0.016399999999999998,6499.989804
6240.08,49.2,76.5,105.083,9.7345,21.66,0.016399999999999998,6342.417312
6225.32,49.48,76.5,105.083,11.6547,21.66,0.016399999999999998,6327.415247999999
5929.05,47.15,76.5,105.083,13.5224,21.66,0.016399999999999998,6026.28642
6284.12,45.4,76.5,105.083,14.2747,21.66,0.016399999999999998,6387.179568
6163.39,45.91,78.53,105.083,12.1911,21.66,0.016399999999999998,6264.469596
6066.56,41.81,79.21,105.083,13.3701,21.66,0.016399999999999998,6166.051584
5709.85,40.15,79.21,105.083,11.8803,21.66,0.016399999999999998,5803.49154
5869.14,46.91,79.21,105.083,13.0563,21.66,0.016399999999999998,5965.3938960000005
6032.78,54.32,79.21,105.083,11.9184,21.66,0.016399999999999998,6131.717592
6258.9,65.02,79.21,105.083,12.8869,21.66,0.016399999999999998,6361.5459599999995
7009.33,82.86,79.21,105.083,12.5954,21.66,0.016399999999999998,7124.283012
7408.25,92.04,79.21,105.083,12.3373,21.66,0.016399999999999998,7529.7453
7471.76,86.17,79.21,105.083,10.7104,21.66,0.016399999999999998,7594.296864
7012.8,75.08,79.21,105.083,10.0585,21.66,0.016399999999999998,7127.80992
6926.21,59.45,79.21,105.083,10.5675,21.66,0.016399999999999998,7039.799844
6631.56,55.4,79.21,105.083,6.0241,21.66,0.016399999999999998,6740.317584
6469.75,45.43,79.21,105.083,5.3898,21.66,0.016399999999999998,6575.8539
6268.56,54.52,79.21,101.046,6.7407,21.66,0.016399999999999998,6371.364384
6132.75,41.15,79.21,101.046,7.1323,21.66,0.016399999999999998,6233.3270999999995
6238.92,55.82,79.21,101.046,6.8992,21.66,0.016399999999999998,6341.238288
6235.37,55.68,79.21,101.046,7.4675,21.66,0.016399999999999998,6337.6300679999995
6431.03,63.85,79.21,101.046,6.6972,21.66,0.016399999999999998,6536.498892
6605.75,70.0,79.21,101.046,6.9692,21.66,0.016399999999999998,6714.0842999999995
6944.67,85.36,79.21,101.046,12.3926,21.66,0.016399999999999998,7058.562588
7078.22,97.71,79.21,101.046,11.1996,21.66,0.016399999999999998,7194.302808
6621.72,94.45,79.21,101.046,12.7646,21.66,0.016399999999999998,6730.316208
6265.01,82.8,79.21,101.046,15.0528,21.66,0.016399999999999998,6367.756164
6375.05,72.81,79.21,101.046,15.6129,21.66,0.016399999999999998,6479.60082
6295.79,66.64,79.21,101.046,11.457,21.66,0.016399999999999998,6399.040956
6319.92,67.55,79.21,101.046,14.6597,21.66,0.016399999999999998,6423.566688
5981.45,74.61,79.21,101.046,17.6189,21.66,0.016399999999999998,6079.5457799999995
5895.38,85.85,79.21,101.046,14.7941,21.66,0.016399999999999998,5992.064232
6065.03,95.87,79.21,101.046,17.8769,21.66,0.016399999999999998,6164.496491999999
6329.85,115.34,79.21,101.046,14.2447,21.66,0.016399999999999998,6433.659540000001
7130.22,116.06,79.21,101.046,16.0388,21.66,0.016399999999999998,7247.155608
7301.31,142.51,79.21,101.046,14.0744,21.66,0.016399999999999998,7421.0514840000005
7224.2,126.48,79.21,101.046,15.2472,21.66,0.016399999999999998,7342.67688
6540.18,115.76,79.21,101.046,14.3042,21.66,0.016399999999999998,6647.438952
6504.55,106.14,79.21,101.046,10.8111,21.66,0.016399999999999998,6611.22462
6292.18,92.8,79.21,101.046,7.016,21.66,0.016399999999999998,6395.371752
5956.68,75.43,79.21,101.046,7.3821,21.66,0.016399999999999998,6054.369552
5720.09,77.12,79.21,101.046,7.4974,22.01,0.016399999999999998,5813.899476
5644.11,76.6,79.21,101.046,6.5427,22.01,0.016399999999999998,5736.673403999999
5627.81,71.38,79.21,101.046,7.3094,22.01,0.016399999999999998,5720.106084
5502.15,71.24,79.21,101.046,6.9048,22.01,0.016399999999999998,5592.385259999999
5603.32,76.73,79.21,101.046,6.5449,22.01,0.016399999999999998,5695.214448
5732.77,93.07,79.21,101.046,6.8366,22.01,0.016399999999999998,5826.787428000001
6236.51,102.96,79.21,101.046,9.8627,22.01,0.016399999999999998,6338.788764
6178.3,122.09,79.21,101.046,12.7285,22.01,0.016399999999999998,6279.62412
5836.28,130.02,79.21,101.046,14.3664,22.01,0.016399999999999998,5931.994992
5412.01,93.08,79.21,101.046,15.9437,22.01,0.016399999999999998,5500.766964
5457.85,113.49,79.21,101.046,14.0872,22.01,0.016399999999999998,5547.358740000001
5260.14,93.0,79.21,101.046,14.7669,22.01,0.016399999999999998,5346.406296
5103.08,79.2,79.21,101.046,16.9768,22.01,0.016399999999999998,5186.770512
4612.06,91.95,79.21,101.046,15.0913,22.01,0.016399999999999998,4687.697784
4550.37,93.24,79.21,101.046,14.9299,22.01,0.016399999999999998,4624.9960679999995
4485.68,106.6,79.21,101.046,14.801,22.01,0.016399999999999998,4559.245152
4766.19,104.71,79.21,101.046,11.4573,22.01,0.016399999999999998,4844.355516
5506.22,114.99,79.21,101.046,15.4466,22.01,0.016399999999999998,5596.522008
5722.63,130.13,79.21,101.046,13.9013,22.01,0.016399999999999998,5816.481132
5872.85,128.96,79.21,101.046,10.8017,22.01,0.016399999999999998,5969.16474
5483.72,110.0,79.21,101.046,14.7443,22.01,0.016399999999999998,5573.653008
5537.12,93.04,79.21,101.046,10.9772,22.01,0.016399999999999998,5627.928768
5384.28,82.98,79.21,101.046,6.6489,22.01,0.016399999999999998,5472.582192
5168.7,76.1,79.21,101.046,6.6856,22.01,0.016399999999999998,5253.4666799999995
5004.24,76.01,79.21,101.487,7.2495,22.01,0.016399999999999998,5086.309536
4854.28,73.27,79.21,101.487,7.3755,22.01,0.016399999999999998,4933.890192
4873.14,74.49,79.21,101.487,6.9554,22.01,0.016399999999999998,4953.059496
4985.75,74.95,79.21,101.487,7.192,22.01,0.016399999999999998,5067.5163
5013.31,99.02,79.21,101.487,7.4162,22.01,0.016399999999999998,5095.528284
5132.91,80.57,79.21,101.487,7.5287,22.01,0.016399999999999998,5217.0897239999995
5613.59,133.06,79.21,101.487,13.9103,22.01,0.016399999999999998,5705.652876
5749.07,483.03,79.21,101.487,12.0855,22.01,0.016399999999999998,5843.354748
