thermal_demand,electricity_price,co2_price,gas_price,waste_heat,biomass_price
5884.36,65.4,67.22,212.93,6.6588,21.9
5962.39,64.41,67.22,212.93,7.3776,21.9
6248.9,67.72,67.22,212.93,7.1699,21.9
6415.12,79.15,67.22,212.93,7.3396,21.9
6978.49,99.17,67.22,212.93,11.4599,21.9
7117.98,95.06,67.22,212.93,11.0084,21.9
6916.28,113.16,67.22,212.93,15.2143,21.9
6556.06,111.62,67.22,212.93,13.6901,21.9
6758.6,78.74,67.22,212.93,13.5825,21.9
6707.08,55.78,67.22,212.93,11.5465,21.9
6541.86,54.17,67.22,212.93,15.6277,21.9
6345.16,52.8,67.22,212.93,13.0256,21.9
6379.73,73.11,67.22,212.93,15.4387,21.9
6615.31,69.66,67.22,212.93,15.1512,21.9
6602.2,111.08,67.22,212.93,14.2704,21.9
7303.98,116.24,67.22,212.93,14.6062,21.9
7528.22,119.86,67.22,212.93,14.0697,21.9
7274.3,118.85,67.22,212.93,13.2673,21.9
6596.17,110.91,67.22,212.93,11.7005,21.9
6447.6,93.19,67.22,212.93,12.1725,21.9
6243.51,82.19,67.22,212.93,6.9568,21.9
6345.66,75.84,67.22,212.93,7.5934,21.9
6442.03,87.82,67.22,163.493,6.039,21.9
6585.95,75.26,67.22,163.493,5.7116,21.9
6551.26,74.77,67.22,163.493,5.7439,21.9
6650.31,71.98,67.22,163.493,6.114,21.9
6792.27,73.37,67.22,163.493,5.7721,21.9
7073.09,85.45,67.22,163.493,5.8749,21.9
7528.12,74.86,67.22,163.493,10.3701,21.9
7821.41,69.57,67.22,163.493,9.3154,21.9
7890.6,77.58,67.22,163.493,12.3083,21.9
7710.86,49.48,67.22,163.493,11.4922,21.9
7877.29,85.01,67.22,163.493,11.5489,21.9
7773.54,47.98,67.22,163.493,11.763,21.9
7488.13,56.32,67.22,163.493,14.4247,21.9
7182.52,83.88,67.22,163.493,13.6584,21.9
7297.71,52.7,67.22,163.493,13.1493,21.9
7458.54,68.13,67.22,163.493,13.6031,21.9
7481.3,65.72,67.22,163.493,10.7407,21.9
8068.92,112.02,67.22,163.493,13.006,21.9
8013.16,139.34,67.22,163.493,11.7185,21.9
7646.11,75.11,67.22,163.493,12.7114,21.9
6926.47,67.67,67.22,163.493,11.3638,21.9
6667.22,62.48,67.22,163.493,9.7597,21.9
6875.21,60.9,67.22,163.493,5.9263,21.9
6862.25,57.82,67.22,163.493,5.6804,21.9
6805.74,48.65,67.22,133.528,5.8068,21.9
6551.8,46.06,67.22,133.528,6.5084,21.9
6465.93,40.98,67.22,133.528,5.9171,21.9
6230.02,35.55,67.22,133.528,6.4889,21.9
6144.2,88.58,67.22,133.528,5.867,21.9
6051.21,100.05,67.22,133.528,6.0881,21.9
6179.89,58.61,67.22,133.528,11.149,21.9
6248.83,39.49,67.22,133.528,10.5098,21.9
6319.5,36.14,67.22,133.528,11.3194,21.9
6110.84,28.11,67.22,133.528,9.5197,21.9
6221.58,4.63,67.22,133.528,10.7816,21.9
6376.61,4.98,74.18,133.528,14.1211,21.9
6355.23,1.51,76.5,133.528,13.1033,21.9
6154.86,1.58,76.5,133.528,12.5938,21.9
6557.13,3.59,76.5,133.528,13.3651,21.9
6668.51,17.57,76.5,133.528,12.6362,21.9
6703.73,49.34,76.5,133.528,13.3849,21.9
7205.04,57.8,76.5,133.528,14.2706,21.9
7143.56,72.55,76.5,133.528,10.7785,21.9
7145.24,64.66,76.5,133.528,11.8711,21.9
6386.78,58.95,76.5,133.528,12.0392,21.9
6133.8,55.33,76.5,133.528,11.2138,21.9
5840.37,53.42,76.5,133.528,5.718,21.9
5609.81,52.19,76.5,133.528,5.7258,21.9
5513.82,36.68,76.5,125.259,7.0668,21.9
5466.98,33.9,76.5,125.259,6.8284,21.9
5257.79,34.84,76.5,125.259,7.3162,21.9
5219.46,35,76.5,125.259,6.7961,21.9
5263.95,44.47,76.5,125.259,7.0254,21.9
5397.23,54.95,76.5,125.259,6.8444,21.9
6069.51,74.32,76.5,125.259,10.1657,21.9
6239.53,75.66,76.5,125.259,11.9071,21.9
5924.55,76.7,76.5,125.259,14.8599,21.9
5523.37,75.01,76.5,125.259,13.0313,21.9
5731.02,61.9,76.5,125.259,11.9121,21.9
5996.53,60.44,76.5,125.259,15.9671,21.9
5942.23,58.85,76.5,125.259,15.0036,21.9
5575.11,58.92,76.5,125.259,17.145,21.9
5494.42,58.72,76.5,125.259,14.6423,21.9
5496.33,63.88,76.5,125.259,15.3182,21.9
5449.26,79.02,76.5,125.259,16.6423,21.9
5994.28,90.86,76.5,125.259,14.3842,21.9
6105.19,100.42,76.5,125.259,14.0288,21.9
5864.4,79.92,76.5,125.259,12.9289,21.9
5195.84,75.03,76.5,125.259,11.9973,21.9
5170.69,67.87,76.5,125.259,11.085,21.9
5046.13,63.45,76.5,125.259,6.8806,21.9
4872.42,59.95,76.5,125.259,6.9254,21.9
4809.08,64.56,76.5,125.259,6.7818,21.66
4826.24,63.46,76.5,125.259,6.5898,21.66
4856.87,63.3,76.5,125.259,6.8153,21.66
4895.22,63.11,76.5,125.259,7.0053,21.66
5170.11,63.85,76.5,125.259,6.4281,21.66
5296.82,69.66,76.5,125.259,7.2873,21.66
5676.38,86.28,76.5,125.259,11.5865,21.66
5708.1,96.17,76.5,125.259,12.3734,21.66
5505.46,100.68,76.5,125.259,15.5471,21.66
5262.54,93.81,76.5,125.259,14.6589,21.66
5529.74,85.42,76.5,125.259,12.41,21.66
5570.68,80.68,76.5,125.259,15.4211,21.66
5439.4,78.44,76.5,125.259,13.2659,21.66
4950.92,78.26,76.5,125.259,14.0134,21.66
5003.15,79.02,76.5,125.259,14.2009,21.66
5169.71,86.34,76.5,125.259,19.2346,21.66
5230.26,99.35,76.5,125.259,13.8268,21.66
5974.15,113.09,76.5,125.259,15.8363,21.66
6190.13,132.06,76.5,125.259,15.9867,21.66
6369.66,123.42,76.5,125.259,15.1367,21.66
5872.17,96.55,76.5,125.259,12.2918,21.66
5916.27,83,76.5,125.259,11.0159,21.66
5780.51,78.54,76.5,125.259,6.6925,21.66
5602.74,70.04,76.5,125.259,6.762,21.66
5503.14,63.65,76.5,127.709,6.4772,21.66
5409.15,61.93,76.5,127.709,7.3879,21.66
5454.3,61.36,76.5,127.709,6.3249,21.66
5433.6,60.89,76.5,127.709,6.9632,21.66
5433.24,63.38,76.5,127.709,7.3172,21.66
5561.74,72.1,76.5,127.709,7.3311,21.66
6022.37,93.8,76.5,127.709,12.0739,21.66
6098.96,129.62,76.5,127.709,12.2223,21.66
5857.18,142.61,76.5,127.709,10.3839,21.66
5591.64,142.6,76.5,127.709,12.7313,21.66
5650.53,113.56,76.5,127.709,13.5873,21.66
5449.12,91.1,76.5,127.709,15.0722,21.66
5365.32,82.01,76.5,127.709,17.0709,21.66
4988.7,80.91,76.5,127.709,14.4763,21.66
4959.18,92.47,76.5,127.709,16.6659,21.66
5054.75,97.01,76.5,127.709,10.7853,21.66
5268.98,105.28,76.5,127.709,15.2693,21.66
6076,113.54,76.5,127.709,16.0716,21.66
6334.26,114.91,76.5,127.709,16.014,21.66
6343.95,113.41,76.5,127.709,14.0328,21.66
6003.87,103.91,76.5,127.709,14.7994,21.66
5984.19,91.07,76.5,127.709,8.1471,21.66
5755.5,72.37,76.5,127.709,6.8408,21.66
5591.4,63.88,76.5,127.709,7.129,21.66
5518.87,63.29,76.5,114.935,6.6362,21.66
5372.56,56.9,76.5,114.935,7.2027,21.66
5344.73,57.52,76.5,114.935,7.2718,21.66
5382.08,57,76.5,114.935,7.2044,21.66
5480.54,61.38,76.5,114.935,6.8821,21.66
5761.85,71.43,76.5,114.935,6.6192,21.66
6335.7,98.56,76.5,114.935,12.0497,21.66
6400.92,94.4,76.5,114.935,10.6965,21.66
5809.22,88,76.5,114.935,13.9483,21.66
5263.22,65.71,76.5,114.935,12.319,21.66
5338.86,54.32,76.5,114.935,18.1575,21.66
5064.85,52.52,76.5,114.935,15.076,21.66
4828.82,53.34,76.5,114.935,12.2578,21.66
4785.14,71.53,76.5,114.935,17.9405,21.66
5035.04,71.96,76.5,114.935,16.0333,21.66
5289.19,88.03,76.5,114.935,19.7224,21.66
5455.61,88.03,76.5,114.935,16.8829,21.66
6300.57,110.18,76.5,114.935,16.0905,21.66
6704.59,106.07,76.5,114.935,16.7134,21.66
7080.28,80.07,76.5,114.935,14.0028,21.66
6848.11,54.65,76.5,114.935,12.3686,21.66
6721.47,3.49,76.5,114.935,11.7343,21.66
6373.8,5.03,76.5,114.935,7.1888,21.66
6042.12,5.09,76.5,114.935,7.1366,21.66
6104.54,0.59,76.5,116.426,7.0544,21.66
6164.58,0.56,76.5,116.426,7.1887,21.66
5992.5,0.58,76.5,116.426,7.1914,21.66
6036.78,19.42,76.5,116.426,6.9618,21.66
6076.48,46.08,76.5,116.426,6.7561,21.66
6381.29,49.78,76.5,116.426,6.6168,21.66
6950.49,71.3,76.5,116.426,10.4317,21.66
6690.61,72.79,76.5,116.426,9.9832,21.66
6185.58,69.46,76.5,116.426,11.5971,21.66
5473.71,53.8,76.5,116.426,12.9223,21.66
5536.33,46.44,76.5,116.426,15.3152,21.66
5243.61,39.18,76.5,116.426,15.3672,21.66
5150.76,38.34,76.5,116.426,14.4431,21.66
4919.07,37.95,76.5,116.426,11.6089,21.66
4863.3,43.85,76.5,116.426,10.7222,21.66
5058.28,50.72,76.5,116.426,15.7642,21.66
5417.47,70.5,76.5,116.426,17.1663,21.66
6135.76,87.44,76.5,116.426,15.9684,21.66
6358.51,64.86,76.5,116.426,18.6391,21.66
6432.1,57.2,76.5,116.426,12.3517,21.66
5901.59,48.92,76.5,116.426,14.9224,21.66
5854.6,43.94,76.5,116.426,10.7343,21.66
5898.04,40,76.5,116.426,6.735,21.66
5880.5,38.22,76.5,116.426,7.0837,21.66
5760.72,38.05,76.5,106.087,6.2522,21.66
5670.87,38.09,76.5,106.087,5.8919,21.66
5626.91,36.68,76.5,106.087,6.1263,21.66
5620.01,35.62,76.5,106.087,5.8205,21.66
5667.28,34.9,76.5,106.087,5.5417,21.66
5968.98,34.26,76.5,106.087,6.1849,21.66
6229.32,34.28,76.5,106.087,11.1059,21.66
6430.42,54.33,76.5,106.087,10.8846,21.66
6319.97,52.43,76.5,106.087,10.7295,21.66
6154.37,47.01,76.5,106.087,11.5173,21.66
6376.17,44.88,76.5,106.087,13.4853,21.66
6259.69,42.26,76.5,106.087,12.362,21.66
6087.64,41.51,76.5,106.087,13.7338,21.66
5689.14,43.69,76.5,106.087,12.046,21.66
5663.8,24.16,76.5,106.087,13.4877,21.66
5766.81,41.06,76.5,106.087,12.0932,21.66
6040.2,74.03,76.5,106.087,12.9736,21.66
6838.2,74.13,76.5,106.087,13.9979,21.66
7258.68,80.16,76.5,106.087,10.2257,21.66
7241.51,83.19,76.5,106.087,11.3631,21.66
6557.58,78.28,76.5,106.087,10.8656,21.66
6368.77,49.1,76.5,106.087,8.904,21.66
6215.89,49.14,76.5,106.087,6.3878,21.66
6300.51,17.03,76.5,106.087,5.3445,21.66
6218.23,26.4,76.5,105.083,6.4814,21.66
5931.96,27.51,76.5,105.083,5.9474,21.66
5965.63,29.11,76.5,105.083,6.127,21.66
6081.68,30.3,76.5,105.083,5.7216,21.66
6195.28,35.05,76.5,105.083,5.4309,21.66
6304.48,38.47,76.5,105.083,5.6396,21.66
6395.11,41.29,76.5,105.083,9.5458,21.66
6240.08,49.2,76.5,105.083,9.7345,21.66
6225.32,49.48,76.5,105.083,11.6547,21.66
5929.05,47.15,76.5,105.083,13.5224,21.66
6284.12,45.4,76.5,105.083,14.2747,21.66
6163.39,45.91,78.53,105.083,12.1911,21.66
6066.56,41.81,79.21,105.083,13.3701,21.66
5709.85,40.15,79.21,105.083,11.8803,21.66
5869.14,46.91,79.21,105.083,13.0563,21.66
6032.78,54.32,79.21,105.083,11.9184,21.66
6258.9,65.02,79.21,105.083,12.8869,21.66
7009.33,82.86,79.21,105.083,12.5954,21.66
7408.25,92.04,79.21,105.083,12.3373,21.66
7471.76,86.17,79.21,105.083,10.7104,21.66
7012.8,75.08,79.21,105.083,10.0585,21.66
6926.21,59.45,79.21,105.083,10.5675,21.66
6631.56,55.4,79.21,105.083,6.0241,21.66
6469.75,45.43,79.21,105.083,5.3898,21.66
6268.56,54.52,79.21,101.046,6.7407,21.66
6132.75,41.15,79.21,101.046,7.1323,21.66
6238.92,55.82,79.21,101.046,6.8992,21.66
6235.37,55.68,79.21,101.046,7.4675,21.66
6431.03,63.85,79.21,101.046,6.6972,21.66
6605.75,70,79.21,101.046,6.9692,21.66
6944.67,85.36,79.21,101.046,12.3926,21.66
7078.22,97.71,79.21,101.046,11.1996,21.66
6621.72,94.45,79.21,101.046,12.7646,21.66
6265.01,82.8,79.21,101.046,15.0528,21.66
6375.05,72.81,79.21,101.046,15.6129,21.66
6295.79,66.64,79.21,101.046,11.457,21.66
6319.92,67.55,79.21,101.046,14.6597,21.66
5981.45,74.61,79.21,101.046,17.6189,21.66
5895.38,85.85,79.21,101.046,14.7941,21.66
6065.03,95.87,79.21,101.046,17.8769,21.66
6329.85,115.34,79.21,101.046,14.2447,21.66
7130.22,116.06,79.21,101.046,16.0388,21.66
7301.31,142.51,79.21,101.046,14.0744,21.66
7224.2,126.48,79.21,101.046,15.2472,21.66
6540.18,115.76,79.21,101.046,14.3042,21.66
6504.55,106.14,79.21,101.046,10.8111,21.66
6292.18,92.8,79.21,101.046,7.016,21.66
5956.68,75.43,79.21,101.046,7.3821,21.66
5720.09,77.12,79.21,101.046,7.4974,22.01
5644.11,76.6,79.21,101.046,6.5427,22.01
5627.81,71.38,79.21,101.046,7.3094,22.01
5502.15,71.24,79.21,101.046,6.9048,22.01
5603.32,76.73,79.21,101.046,6.5449,22.01
5732.77,93.07,79.21,101.046,6.8366,22.01
6236.51,102.96,79.21,101.046,9.8627,22.01
6178.3,122.09,79.21,101.046,12.7285,22.01
5836.28,130.02,79.21,101.046,14.3664,22.01
5412.01,93.08,79.21,101.046,15.9437,22.01
5457.85,113.49,79.21,101.046,14.0872,22.01
5260.14,93,79.21,101.046,14.7669,22.01
5103.08,79.2,79.21,101.046,16.9768,22.01
4612.06,91.95,79.21,101.046,15.0913,22.01
4550.37,93.24,79.21,101.046,14.9299,22.01
4485.68,106.6,79.21,101.046,14.801,22.01
4766.19,104.71,79.21,101.046,11.4573,22.01
5506.22,114.99,79.21,101.046,15.4466,22.01
5722.63,130.13,79.21,101.046,13.9013,22.01
5872.85,128.96,79.21,101.046,10.8017,22.01
5483.72,110,79.21,101.046,14.7443,22.01
5537.12,93.04,79.21,101.046,10.9772,22.01
5384.28,82.98,79.21,101.046,6.6489,22.01
5168.7,76.1,79.21,101.046,6.6856,22.01
5004.24,76.01,79.21,101.487,7.2495,22.01
4854.28,73.27,79.21,101.487,7.3755,22.01
4873.14,74.49,79.21,101.487,6.9554,22.01
4985.75,74.95,79.21,101.487,7.192,22.01
5013.31,99.02,79.21,101.487,7.4162,22.01
5132.91,80.57,79.21,101.487,7.5287,22.01
5613.59,133.06,79.21,101.487,13.9103,22.01
5749.07,483.03,79.21,101.487,12.0855,22.01
5362.26,350.24,79.21,101.487,13.9595,22.01
4967.91,133.04,79.21,101.487,14.2261,22.01
5109.87,99.09,79.21,101.487,17.7929,22.01
5032.98,85.31,79.21,101.487,18.4634,22.01
4876.67,59.96,79.21,101.487,15.1079,22.01
4361.16,62.42,79.21,101.487,16.1091,22.01
4396.23,62.81,79.21,101.487,14.8711,22.01
4488.18,99.01,79.21,101.487,14.1197,22.01
4714.73,99.07,79.21,101.487,14.6359,22.01
5561.82,133.1,79.21,101.487,17.535,22.01
6068.29,250.03,79.21,101.487,17.0252,22.01
6049.77,155.23,79.21,101.487,10.0372,22.01
5598.87,131.19,79.21,101.487,12.2472,22.01
5650.53,107.77,79.21,101.487,10.923,22.01
5616.32,94.82,79.21,101.487,6.6335,22.01
5474.32,79,79.21,101.487,7.004,22.01
5397.73,75.81,79.21,96.216,7.4296,22.01
5322.66,72.07,79.21,96.216,7.2174,22.01
5142.97,70.68,79.21,96.216,6.7259,22.01
5205.3,70.17,79.21,96.216,6.7352,22.01
5253.26,70.07,79.21,96.216,7.1409,22.01
5359.27,75.9,79.21,96.216,7.5029,22.01
5873.86,98.27,79.21,96.216,13.1031,22.01
5774.96,98.21,79.21,96.216,13.755,22.01
5558.17,102.29,79.21,96.216,13.0134,22.01
5172.68,80,79.21,96.216,14.5676,22.01
5058.73,72.41,79.21,96.216,15.4946,22.01
4844.72,129.05,79.21,96.216,10.2464,22.01
4556.49,129.08,79.21,96.216,16.3984,22.01
3889.21,133.05,79.21,96.216,16.4284,22.01
3871.45,251.8,79.21,96.216,13.6095,22.01
3908.12,250.02,79.21,96.216,12.9233,22.01
4071.53,90.09,79.21,96.216,16.2805,22.01
4907.28,107.68,79.21,96.216,15.8881,22.01
5121.81,127.13,79.21,96.216,14.076,22.01
4988.64,123.35,79.21,96.216,10.6256,22.01
4461.48,100.62,79.21,96.216,10.965,22.01
4426.4,85.37,79.21,96.216,12.2496,22.01
4448.93,76.99,79.21,96.216,7.5343,22.01
4425.57,70.66,79.21,96.216,7.3482,22.01
4455.7,55.99,79.21,96.188,6.6261,22.01
4508.81,51.94,79.21,96.188,7.4289,22.01
4503.49,49.38,79.21,96.188,7.2539,22.01
4544.74,51.3,79.21,96.188,7.1723,22.01
4649.7,52.12,79.21,96.188,7.0975,22.01
4977.3,76.57,79.21,96.188,7.2189,22.01
5368.49,98.98,79.21,96.188,11.7229,22.01
5096.36,102.04,79.21,96.188,12.8528,22.01
4413.1,102.02,79.21,96.188,9.9663,22.01
3757.38,102.02,79.21,96.188,12.1688,22.01
3732.94,80.59,79.21,96.188,14.0253,22.01
3569.93,77.69,79.21,96.188,20.8512,22.01
3424.93,48.6,79.21,96.188,10.8692,22.01
3011.34,50.26,79.21,96.188,15.0887,22.01
3010.29,51.2,79.21,96.188,14.1586,22.01
3037.24,58.17,79.21,96.188,15.0307,22.01
3341.19,76.29,79.21,96.188,17.1687,22.01
4266.64,89.98,79.21,96.188,14.4544,22.01
4754.67,105.02,79.21,96.188,17.0925,22.01
4871.9,102.04,79.21,96.188,11.6404,22.01
4274.31,80.59,79.21,96.188,11.4366,22.01
4182.13,50.64,79.21,96.188,12.6393,22.01
4220.57,49.48,79.21,96.188,6.3682,22.01
4283.78,46.58,79.21,96.188,6.4444,22.01
4388.09,36.79,79.21,109.395,6.0494,22.01
4489.85,37.3,79.21,109.395,5.9991,22.01
4517.06,36.91,79.21,109.395,6.0114,22.01
4424.36,37.91,79.21,109.395,6.1886,22.01
4208.5,38.03,79.21,109.395,5.2891,22.01
4259.71,38.11,79.21,109.395,6.0874,22.01
4611.63,49.31,79.21,109.395,8.6989,22.01
4872.2,76.86,79.21,109.395,10.6434,22.01
4913.81,38.36,79.21,109.395,11.9706,22.01
4631.79,23.93,79.21,109.395,11.0171,22.01
4730.94,11.6,79.21,109.395,13.5773,22.01
4491.58,10.4,79.21,109.395,13.0439,22.01
4239.84,10.35,79.21,109.395,12.1069,22.01
3822.15,14.52,79.21,109.395,14.3325,22.01
3593.28,23.96,79.21,109.395,12.4104,22.01
3682.85,29.28,79.21,109.395,13.7687,22.01
3973.42,79.56,79.21,109.395,13.3416,22.01
4807.81,83.22,79.21,109.395,11.2759,22.01
5016.28,92.68,79.21,109.395,14.1415,22.01
4806.37,90.87,79.21,109.395,12.4665,22.01
4203.18,83.34,79.21,109.395,10.7221,22.01
4240.39,76.01,79.21,109.395,10.4171,22.01
4268.7,40.28,79.21,109.395,5.6354,22.01
4200.11,31.22,79.21,109.395,5.9757,22.01
4146.7,36.26,79.21,114.125,6.0284,22.01
4040.11,33.87,79.21,114.125,6.1601,22.01
4123.29,33.37,79.21,114.125,6.4205,22.01
4241.09,33.54,79.21,114.125,6.1242,22.01
4389.54,35.16,79.21,114.125,6.7337,22.01
4588.16,36.34,79.21,114.125,5.9808,22.01
4830.71,33.17,79.21,114.125,9.0113,22.01
4730.76,37.23,79.21,114.125,10.6073,22.01
4722.91,41.92,79.21,114.125,12.4302,22.01
4401.78,45.09,79.21,114.125,12.6507,22.01
4407.12,46.25,79.21,114.125,13.0538,22.01
4135.67,48.23,78.68,114.125,12.3722,22.01
3990.2,49.63,78.5,114.125,12.8436,22.01
3613.73,49.24,78.5,114.125,13.9141,22.01
3467.95,49.53,78.5,114.125,12.9318,22.01
3444.91,51.23,78.5,114.125,12.525,22.01
3791.56,75.81,78.5,114.125,12.4895,22.01
4811.46,91.63,78.5,114.125,13.1302,22.01
5102.02,97.38,78.5,114.125,11.1585,22.01
5103.47,97.36,78.5,114.125,13.9975,22.01
4419.54,88.53,78.5,114.125,10.4775,22.01
4529.86,85.77,78.5,114.125,8.538,22.01
4627.74,77.71,78.5,114.125,5.8124,22.01
4581.22,69.38,78.5,114.125,5.744,22.01
4525.4,62.51,78.5,100.981,6.6438,22.01
4491.91,62.29,78.5,100.981,7.3545,22.01
4541.13,61.97,78.5,100.981,7.2068,22.01
4655.08,63.95,78.5,100.981,6.9996,22.01
4740.47,66.96,78.5,100.981,6.6351,22.01
5053.6,79.71,78.5,100.981,7.0408,22.01
5422.46,92.93,78.5,100.981,11.1671,22.01
4783.05,157.78,78.5,100.981,9.1309,22.01
4224.62,140.1,78.5,100.981,13.5307,22.01
3925.96,97.99,78.5,100.981,11.3938,22.01
4114.66,80.05,78.5,100.981,19.2358,22.01
3858.8,80.14,78.5,100.981,16.0314,22.01
3781.46,79.07,78.5,100.981,13.6225,22.01
3288.74,75.35,78.5,100.981,15.6476,22.01
3200.27,74.06,78.5,100.981,11.7139,22.01
3540.27,79.8,78.5,100.981,16.5129,22.01
3981.77,81.05,78.5,100.981,15.5299,22.01
4676.74,111.88,78.5,100.981,12.3552,22.01
4973,172.15,78.5,100.981,14.7335,22.01
5003.23,149.75,78.5,100.981,13.1415,22.01
4608.75,100.27,78.5,100.981,13.6046,22.01
4640.28,97.99,78.5,100.981,14.152,22.01
4641.42,79.8,78.5,100.981,5.6224,22.01
4704.11,74.74,78.5,100.981,6.6157,22.01
4622.73,77.99,78.5,100.981,6.2684,19.89
4455.28,70.15,78.5,100.981,6.9385,19.89
4521.37,67.26,78.5,100.981,6.8322,19.89
4491.17,66.35,78.5,100.981,7.0461,19.89
4643.21,79.79,78.5,100.981,6.9008,19.89
4658.57,98.01,78.5,100.981,7.0122,19.89
4757.89,92.35,78.5,100.981,11.4588,19.89
4587.39,139.28,78.5,100.981,13.6729,19.89
4233.3,141.24,78.5,100.981,15.1284,19.89
3671.68,98.05,78.5,100.981,11.7775,19.89
3952.14,87.07,78.5,100.981,13.9644,19.89
3808.82,87.05,78.5,100.981,13.5145,19.89
3713.3,79.9,78.5,100.981,18.0205,19.89
3269.64,79.8,78.5,100.981,17.0976,19.89
3365.02,87.02,78.5,100.981,14.8,19.89
3865.54,98.01,78.5,100.981,16.922,19.89
4163.48,105.95,78.5,100.981,13.2518,19.89
4908.97,135.19,78.5,100.981,15.3312,19.89
5366.17,135.45,78.5,100.981,15.6265,19.89
5222.27,87,78.5,100.981,17.4367,19.89
4603.01,79.8,78.5,100.981,15.2011,19.89
4647.82,58.01,78.5,100.981,11.235,19.89
4638.25,56.65,78.5,100.981,7.1514,19.89
4470.65,55.17,78.5,100.981,6.8518,19.89
4547.93,50.55,78.5,101.827,7.5722,19.89
4509,48.42,78.5,101.827,6.8222,19.89
4451.72,46.48,78.5,101.827,7.2176,19.89
4487.38,46.46,78.5,101.827,7.1513,19.89
4676.06,46.97,78.5,101.827,6.747,19.89
5118.09,47.69,78.5,101.827,7.6972,19.89
5484.22,48.99,78.5,101.827,11.5711,19.89
5221.6,62.37,78.5,101.827,11.3139,19.89
5020.77,61.5,78.5,101.827,16.6963,19.89
4735.42,54.71,78.5,101.827,13.6048,19.89
5032.84,49.55,78.5,101.827,15.9108,19.89
5086.48,45.2,78.5,101.827,13.597,19.89
4982.56,44.99,78.5,101.827,16.1435,19.89
4718.27,46.15,78.5,101.827,14.3574,19.89
4774.26,47.75,78.5,101.827,14.1062,19.89
4778.01,47.89,78.5,101.827,11.9312,19.89
4798.99,47.49,78.5,101.827,14.7297,19.89
5423.14,48.51,78.5,101.827,15.5188,19.89
5623.09,91.01,78.5,101.827,16.329,19.89
5613.19,46.9,78.5,101.827,13.3408,19.89
4900.43,49.41,78.5,101.827,13.4222,19.89
4760.88,43.62,78.5,101.827,10.3925,19.89
4686.91,43,78.5,101.827,6.7793,19.89
4556.32,42.06,78.5,101.827,6.9961,19.89
4514.9,35.64,78.5,101.957,7.8418,19.89
4455.76,37.63,78.5,101.957,6.8578,19.89
4431.79,35.56,78.5,101.957,7.0269,19.89
4470.57,35.14,78.5,101.957,6.6408,19.89
4627.88,38.18,78.5,101.957,7.6405,19.89
4870.78,40.69,78.5,101.957,6.8305,19.89
5034.12,43.62,78.5,101.957,13.8435,19.89
4722.21,49.2,78.5,101.957,10.478,19.89
4421.17,53.47,78.5,101.957,10.6633,19.89
4086.5,55.53,78.5,101.957,13.4594,19.89
4344.64,46.16,78.5,101.957,16.5123,19.89
4234.23,37.91,78.5,101.957,14.3033,19.89
4033.27,32.91,78.5,101.957,14.1683,19.89
3631.71,30.29,78.5,101.957,17.6995,19.89
3450.39,29.47,78.5,101.957,12.998,19.89
3555,24.67,78.5,101.957,14.7651,19.89
3578.19,34.99,78.5,101.957,16.2682,19.89
4200.33,44.33,78.5,101.957,14.3618,19.89
4461.83,63.68,78.5,101.957,17.8206,19.89
4409.09,62.17,78.5,101.957,11.6819,19.89
3736.19,38.92,78.5,101.957,14.1712,19.89
3648.38,36.1,78.5,101.957,13.0765,19.89
3610.92,31.12,78.5,101.957,7.4834,19.89
3658.14,24.08,78.5,101.957,6.9062,19.89
3663.73,20.6,78.5,110.03,6.7577,19.89
3677.35,18.38,78.5,110.03,6.8492,19.89
3587.97,12.13,78.5,110.03,6.5031,19.89
3640.86,9.99,78.5,110.03,7.4528,19.89
3721.36,12.01,78.5,110.03,6.6202,19.89
3756.93,12.77,78.5,110.03,6.9408,19.89
4024.48,21.49,78.5,110.03,9.8368,19.89
3887.06,22.39,78.5,110.03,12.1017,19.89
3736.5,15.94,78.5,110.03,13.3328,19.89
3484.6,13.28,78.5,110.03,11.3838,19.89
3742.09,16.88,78.5,110.03,15.4524,19.89
3597.61,18.83,78.5,110.03,14.0632,19.89
3416.07,13,78.5,110.03,13.29,19.89
3129.31,9.86,78.5,110.03,16.6908,19.89
3126.21,13.44,78.5,110.03,15.2419,19.89
3086.06,26.19,78.5,110.03,16.9288,19.89
3194.2,39.7,78.5,110.03,11.5375,19.89
3935.58,42.32,78.5,110.03,12.8555,19.89
4164.12,44.63,78.5,110.03,16.2079,19.89
4087.63,57.09,78.5,110.03,15.8605,19.89
3574.37,41.98,78.5,110.03,13.4461,19.89
3512.15,39.91,78.5,110.03,9.7043,19.89
3523.36,37.02,78.5,110.03,7.4579,19.89
3576.37,35.48,78.5,110.03,7.1378,19.89
3599.42,38.45,78.5,119.844,6.5593,19.89
3559.33,38.82,78.5,119.844,5.8439,19.89
3623.19,38.81,78.5,119.844,5.8148,19.89
3830.04,39.6,78.5,119.844,5.5471,19.89
4037.61,41.73,78.5,119.844,6.0479,19.89
4043.55,43.52,78.5,119.844,6.1787,19.89
4386.11,44.29,78.5,119.844,8.8468,19.89
4470.77,45.67,78.5,119.844,9.2534,19.89
4495.26,44.1,78.5,119.844,11.3817,19.89
4424.61,41.83,78.5,119.844,11.9946,19.89
4848.5,36.04,78.5,119.844,14.4492,19.89
5024.13,25.08,78.5,119.844,12.4093,19.89
4907.89,25.74,78.5,119.844,13.0725,19.89
4477.02,12.75,78.5,119.844,12.8866,19.89
