thermal_demand;electricity_price;co2_price;gas_price
6504.55;89.99;79.21;101.046
6292.18;91.13;79.21;101.046
5956.68;82.85;79.21;101.046
5720.09;84.04;79.21;101.046
5644.11;70.99;79.21;101.046
5627.81;74.78;79.21;101.046
5502.15;68.38;79.21;101.046
5603.32;75.9;79.21;101.046
5732.77;75.9;79.21;101.046
6236.51;68.53;79.21;101.046
6178.30;20.56;79.21;101.046
5836.28;8.81;79.21;101.046
5412.01;0.07;79.21;101.046
5457.85;-0.1;79.21;101.046
5260.14;-5.31;79.21;101.046
5103.08;-16.81;79.21;101.046
4612.06;-19.04;79.21;101.046
4550.37;-13.35;79.21;101.046
4485.68;-1.06;79.21;101.046
4766.19;0.06;79.21;101.046
5506.22;69.93;79.21;101.046
5722.63;122.32;79.21;101.046
5872.85;122.95;79.21;101.046
5483.72;85.97;79.21;101.046
5537.12;80.08;79.21;101.046
5384.28;110.07;79.21;101.046
5168.70;93.36;79.21;101.046
5004.24;114.18;79.21;101.487
4854.28;118.82;79.21;101.487
4873.14;118.85;79.21;101.487
4985.75;119;79.21;101.487
5013.31;137.03;79.21;101.487
5132.91;189.41;79.21;101.487
5613.59;264;79.21;101.487
5749.07;288;79.21;101.487
5362.26;270.6;79.21;101.487
4967.91;196.47;79.21;101.487
5109.87;153.06;79.21;101.487
5032.98;163.68;79.21;101.487
4876.67;156.99;79.21;101.487
4361.16;171.35;79.21;101.487
4396.23;170.67;79.21;101.487
4488.18;212.63;79.21;101.487
4714.73;232.98;79.21;101.487
5561.82;273.68;79.21;101.487
6068.29;309.6;79.21;101.487
6049.77;336.98;79.21;101.487
5598.87;277.16;79.21;101.487
5650.53;240.91;79.21;101.487
5616.32;222.81;79.21;101.487
5474.32;199.25;79.21;101.487
5397.73;223;79.21;96.216
5322.66;215;79.21;96.216
5142.97;207;79.21;96.216
5205.30;206.36;79.21;96.216
5253.26;203;79.21;96.216
5359.27;220.92;79.21;96.216
5873.86;273.7;79.21;96.216
5774.96;287.34;79.21;96.216
5558.17;281.1;79.21;96.216
5172.68;240.15;79.21;96.216
5058.73;199.9;79.21;96.216
4844.72;192.2;79.21;96.216
4556.49;183.66;79.21;96.216
3889.21;185.21;79.21;96.216
3871.45;193.92;79.21;96.216
3908.12;199.86;79.21;96.216
4071.53;230.01;79.21;96.216
4907.28;269.97;79.21;96.216
5121.81;301.03;79.21;96.216
4988.64;351;79.21;96.216
4461.48;290.84;79.21;96.216
4426.40;255.9;79.21;96.216
4448.93;242.27;79.21;96.216
4425.57;222.38;79.21;96.216
4455.70;215.39;79.21;96.188
4508.81;200.05;79.21;96.188
4503.49;200.62;79.21;96.188
4544.74;198.08;79.21;96.188
4649.70;204.09;79.21;96.188
4977.30;226.15;79.21;96.188
5368.49;275.45;79.21;96.188
5096.36;299.25;79.21;96.188
4413.10;280.72;79.21;96.188
3757.38;217.11;79.21;96.188
3732.94;199.7;79.21;96.188
3569.93;191.54;79.21;96.188
3424.93;181.07;79.21;96.188
3011.34;181.93;79.21;96.188
3010.29;190.31;79.21;96.188
3037.24;202.34;79.21;96.188
3341.19;217.99;79.21;96.188
4266.64;266.05;79.21;96.188
4754.67;312.28;79.21;96.188
4871.90;374.14;79.21;96.188
4274.31;311.03;79.21;96.188
4182.13;270;79.21;96.188
4220.57;245.12;79.21;96.188
4283.78;216.4;79.21;96.188
4388.09;213.01;79.21;109.395
4489.85;212.33;79.21;109.395
4517.06;211.5;79.21;109.395
4424.36;211.8;79.21;109.395
4208.50;212.93;79.21;109.395
4259.71;223.32;79.21;109.395
4611.63;282.97;79.21;109.395
4872.20;305.07;79.21;109.395
4913.81;267.73;79.21;109.395
4631.79;218.91;79.21;109.395
4730.94;194.92;79.21;109.395
4491.58;194.94;79.21;109.395
4239.84;185.97;79.21;109.395
3822.15;181.94;79.21;109.395
3593.28;192.7;79.21;109.395
3682.85;208.42;79.21;109.395
3973.42;232.58;79.21;109.395
4807.81;266.99;79.21;109.395
5016.28;310.76;79.21;109.395
4806.37;371.11;79.21;109.395
4203.18;295.4;79.21;109.395
4240.39;256.86;79.21;109.395
4268.70;240.04;79.21;109.395
4200.11;219.76;79.21;109.395
4146.70;262.48;79.21;114.125
4040.11;244.31;79.21;114.125
4123.29;234.29;79.21;114.125
4241.09;230.15;79.21;114.125
4389.54;226.01;79.21;114.125
4588.16;254.91;79.21;114.125
4830.71;315;79.21;114.125
4730.76;333.86;79.21;114.125
4722.91;285.12;79.21;114.125
4401.78;248.37;79.21;114.125
4407.12;185.6;79.21;114.125
4135.67;185.87;78.68;114.125
3990.20;172.57;78.5;114.125
3613.73;169.75;78.5;114.125
3467.95;178.57;78.5;114.125
3444.91;210;78.5;114.125
3791.56;251.07;78.5;114.125
4811.46;276.28;78.5;114.125
5102.02;300.77;78.5;114.125
5103.47;339.9;78.5;114.125
4419.54;283.38;78.5;114.125
4529.86;242.2;78.5;114.125
4627.74;244.56;78.5;114.125
4581.22;190.07;78.5;114.125
4525.40;235.96;78.5;100.981
4491.91;221.16;78.5;100.981
4541.13;185.58;78.5;100.981
4655.08;191.02;78.5;100.981
4740.47;206.58;78.5;100.981
5053.60;216.18;78.5;100.981
5422.46;199.56;78.5;100.981
4783.05;190.28;78.5;100.981
4224.62;152.18;78.5;100.981
3925.96;159.37;78.5;100.981
4114.66;110.05;78.5;100.981
3858.80;85.94;78.5;100.981
3781.46;83.11;78.5;100.981
3288.74;80.38;78.5;100.981
3200.27;89.35;78.5;100.981
3540.27;157.71;78.5;100.981
3981.77;199.95;78.5;100.981
4676.74;232.42;78.5;100.981
4973.00;262.5;78.5;100.981
5003.23;292.24;78.5;100.981
4608.75;270.07;78.5;100.981
4640.28;244.98;78.5;100.981
4641.42;244.94;78.5;100.981
4704.11;237.75;78.5;100.981
4622.73;235;78.5;100.981
4455.28;221.93;78.5;100.981
4521.37;214.02;78.5;100.981
4491.17;212;78.5;100.981
4643.21;211.09;78.5;100.981
4658.57;210.31;78.5;100.981
4757.89;214.03;78.5;100.981
4587.39;214.08;78.5;100.981
4233.30;214.07;78.5;100.981
3671.68;205.02;78.5;100.981
3952.14;194.4;78.5;100.981
3808.82;161.5;78.5;100.981
3713.30;89.9;78.5;100.981
3269.64;77.97;78.5;100.981
3365.02;92;78.5;100.981
3865.54;141.59;78.5;100.981
4163.48;194.83;78.5;100.981
4908.97;220;78.5;100.981
5366.17;263.02;78.5;100.981
5222.27;281.68;78.5;100.981
4603.01;265.63;78.5;100.981
4647.82;251.59;78.5;100.981
4638.25;228;78.5;100.981
4470.65;196;78.5;100.981
4547.93;192.04;78.5;101.827
4509.00;189.45;78.5;101.827
4451.72;194.89;78.5;101.827
4487.38;195.01;78.5;101.827
4676.06;208.62;78.5;101.827
5118.09;274.95;78.5;101.827
5484.22;316.95;78.5;101.827
5221.60;313.95;78.5;101.827
5020.77;266.98;78.5;101.827
4735.42;224.94;78.5;101.827
5032.84;204.14;78.5;101.827
5086.48;173.87;78.5;101.827
4982.56;163.51;78.5;101.827
4718.27;130.99;78.5;101.827
4774.26;161.5;78.5;101.827
4778.01;170.68;78.5;101.827
4798.99;197.56;78.5;101.827
5423.14;260.31;78.5;101.827
5623.09;304.62;78.5;101.827
5613.19;274.06;78.5;101.827
4900.43;252.61;78.5;101.827
4760.88;229.53;78.5;101.827
4686.91;220.54;78.5;101.827
4556.32;209.83;78.5;101.827
4514.90;210.18;78.5;101.957
4455.76;208.96;78.5;101.957
4431.79;210;78.5;101.957
4470.57;209.87;78.5;101.957
4627.88;225.27;78.5;101.957
4870.78;270.27;78.5;101.957
5034.12;302.12;78.5;101.957
4722.21;318.74;78.5;101.957
4421.17;299.9;78.5;101.957
4086.50;278.48;78.5;101.957
4344.64;275.94;78.5;101.957
4234.23;236.43;78.5;101.957
4033.27;230.85;78.5;101.957
3631.71;223.52;78.5;101.957
3450.39;222.41;78.5;101.957
3555.00;228.01;78.5;101.957
3578.19;246.53;78.5;101.957
4200.33;280.04;78.5;101.957
4461.83;302.49;78.5;101.957
4409.09;297.67;78.5;101.957
3736.19;260.04;78.5;101.957
3648.38;237;78.5;101.957
3610.92;219.84;78.5;101.957
3658.14;233.07;78.5;101.957
3663.73;228.86;78.5;110.03
3677.35;229.61;78.5;110.03
3587.97;229.08;78.5;110.03
3640.86;232.33;78.5;110.03
3721.36;242;78.5;110.03
3756.93;283;78.5;110.03
4024.48;315;78.5;110.03
3887.06;346.91;78.5;110.03
3736.50;328.11;78.5;110.03
3484.60;302.07;78.5;110.03
3742.09;312.56;78.5;110.03
3597.61;295.99;78.5;110.03
3416.07;272.89;78.5;110.03
3129.31;278.3;78.5;110.03
3126.21;266.52;78.5;110.03
3086.06;256.34;78.5;110.03
3194.20;269.81;78.5;110.03
3935.58;294.7;78.5;110.03
4164.12;309.97;78.5;110.03
4087.63;285.73;78.5;110.03
3574.37;253.36;78.5;110.03
3512.15;240.52;78.5;110.03
3523.36;197.92;78.5;110.03
3576.37;200.66;78.5;110.03
3599.42;204.29;78.5;119.844
3559.33;195.02;78.5;119.844
3623.19;181.93;78.5;119.844
3830.04;186.3;78.5;119.844
4037.61;200.69;78.5;119.844
4043.55;270;78.5;119.844
4386.11;305.76;78.5;119.844
4470.77;324.23;78.5;119.844
4495.26;271;78.5;119.844
4424.61;250.75;78.5;119.844
4848.50;219.54;78.5;119.844
5024.13;203.92;78.5;119.844
4907.89;193.43;78.5;119.844
4477.02;190.8;78.5;119.844
4349.79;185.62;78.5;119.844
4327.62;184.96;78.5;119.844
4399.53;188.01;78.5;119.844
5066.59;200.01;78.5;119.844
5214.03;229.49;78.5;119.844
5159.63;199.08;78.5;119.844
4653.64;164.35;78.5;119.844
4630.78;150.64;78.5;119.844
4543.44;120.08;78.5;119.844
4666.03;111.72;78.5;119.844
4670.59;99.64;78.5;121.255
4729.24;94.48;78.5;121.255
4749.87;99.59;78.5;121.255
4854.95;109.02;78.5;121.255
4961.14;140.01;78.5;121.255
4965.53;178.63;78.5;121.255
5183.60;200.03;78.5;121.255
5123.51;208.47;78.5;121.255
4942.31;200.35;78.5;121.255
4497.42;193.08;78.5;121.255
4591.73;181.14;78.12;121.255
4387.05;171.94;78;121.255
4246.49;159.91;78;121.255
3806.35;147.1;78;121.255
3808.34;140.82;78;121.255
3886.58;142.33;78;121.255
4190.93;172.4;78;121.255
4991.10;191.7;78;121.255
5155.60;205.96;78;121.255
4984.84;200.19;78;121.255
4469.96;174.92;78;121.255
4452.40;167.85;78;121.255
4471.02;151.86;78;121.255
4509.59;112.01;78;121.255
4493.37;125.01;78;120.241
4500.71;131.72;78;120.241
4430.72;140.54;78;120.241
4440.48;131.79;78;120.241
4437.96;145.07;78;120.241
4443.16;135.84;78;120.241
4727.39;168.06;78;120.241
4708.15;190.3;78;120.241
4641.19;192.15;78;120.241
4386.72;169.77;78;120.241
4575.47;166.94;78;120.241
4458.21;160.63;78;120.241
4400.20;132.18;78;120.241
4156.43;120.6;78;120.241
4292.52;128.45;78;120.241
4401.02;137.45;78;120.241
4394.23;171.27;78;120.241
5050.42;227.6;78;120.241
5332.62;259.15;78;120.241
5352.69;241.63;78;120.241
4809.96;210;78;120.241
4756.19;206.14;78;120.241
4683.90;189.38;78;120.241
4564.02;199.08;78;120.241
4546.84;193.08;78;120.241
4640.14;195.76;78;120.241
4739.71;194.44;78;120.241
4867.02;195.55;78;120.241
5059.97;193.82;78;120.241
5301.30;190.88;78;120.241
5585.58;192.6;78;120.241
5288.01;197.24;78;120.241
4918.06;182.07;78;120.241
4638.93;180.76;78;120.241
4712.46;179.13;78;120.241
4496.24;174.2;78;120.241
4351.97;119.64;78;120.241
3931.90;97.07;78;120.241
3811.44;104;78;120.241
3857.95;121.39;78;120.241
3909.08;132.21;78;120.241
4561.63;177.39;78;120.241
4861.71;211.79;78;120.241
4876.95;204.95;78;120.241
4330.42;179.74;78;120.241
4332.76;177.45;78;120.241
4208.56;155.03;78;120.241
4211.21;118.63;78;120.241
4211.48;91.81;78;120.346
4258.84;88;78;120.346
4301.26;81.56;78;120.346
4461.10;87.49;78;120.346
4468.32;91.6;78;120.346
4641.05;133;78;120.346
4818.05;120.6;78;120.346
4541.15;101.16;78;120.346
4127.16;87.6;78;120.346
3722.08;74.54;78;120.346
3798.41;68.27;78;120.346
3511.28;40.08;78;120.346
3374.81;30.98;78;120.346
3157.78;25.6;78;120.346
3056.46;37.56;78;120.346
3249.86;47.24;78;120.346
3541.05;69.78;78;120.346
4106.59;69.93;78;120.346
4180.64;74.86;78;120.346
4197.71;74.52;78;120.346
3821.71;69.96;78;120.346
4020.76;72.98;78;120.346
4057.57;50.09;78;120.346
3994.49;23.53;78;120.346
3921.51;30;78;111.258
3845.59;35.09;78;111.258
3921.84;42.35;78;111.258
4152.76;74.53;78;111.258
4618.78;83.97;78;111.258
5023.96;163.27;78;111.258
5529.59;220.07;78;111.258
5592.24;232.03;78;111.258
5700.95;229.51;78;111.258
5808.33;227;78;111.258
6117.72;230.09;78;111.258
5823.16;214.24;78;111.258
5588.15;222.98;78;111.258
5178.51;208.49;78;111.258
5085.78;222.97;78;111.258
4948.33;224.41;78;111.258
5021.69;262.21;78;111.258
5600.55;278.24;78;111.258
5678.83;309.93;78;111.258
5741.64;277.91;78;111.258
5260.09;226.47;78;111.258
5260.33;189.65;78;111.258
5054.12;163.64;78;111.258
4925.84;112.87;78;111.258
4904.01;140;78;109.154
4715.50;126.56;78;109.154
4740.59;121.67;78;109.154
4977.99;126.59;78;109.154
5212.87;118.48;78;109.154
5414.93;165.6;78;109.154
5580.97;177.84;78;109.154
5447.96;175.3;78;109.154
5063.12;159.36;78;109.154
4898.41;95.69;78;109.154
5038.34;74.86;78;109.154
4653.64;77.8;78;109.154
4445.03;74.73;78;109.154
4061.71;71.98;78;109.154
3996.49;74.75;78;109.154
4138.84;74.81;78;109.154
4398.24;126.26;78;109.154
5050.91;165.54;78;109.154
5196.56;178.43;78;109.154
5214.25;171;78;109.154
4802.79;132.42;78;109.154
4822.87;109.11;78;109.154
4822.74;60.37;78;109.154
4796.20;73.02;78;109.154
4850.74;67.74;78;108.819
4790.21;59.64;78;108.819
4778.62;67.58;78;108.819
4822.42;73.58;78;108.819
4899.29;74.13;78;108.819
4963.03;74.5;78;108.819
5257.66;90.03;78;108.819
5231.56;113.23;78;108.819
5262.62;77.35;78;108.819
5017.70;71.93;78;108.819
5218.92;71.94;78;108.819
5000.18;77.38;78;108.819
4682.00;70.38;78;108.819
4184.60;70.15;78;108.819
4176.00;73.35;78;108.819
4278.65;74.82;78;108.819
4301.69;80.91;78;108.819
4872.32;82.06;78;108.819
5193.93;94.41;78;108.819
5465.38;79.56;78;108.819
4961.00;65.45;78;108.819
5005.76;69.19;78;108.819
4971.26;27.35;78;108.819
4971.76;2.02;78;108.819
5026.64;1.03;78;105.453
5160.77;1.02;78;105.453
5175.10;2.47;78;105.453
5291.37;8.58;78;105.453
5375.25;44.51;78;105.453
5280.48;95.37;78;105.453
5332.50;147.26;78;105.453
5244.41;150;78;105.453
5120.61;87;78;105.453
4532.06;81.85;78;105.453
4600.26;86.54;79.66;105.453
4402.31;88.19;80.21;105.453
4230.43;91.41;80.21;105.453
3789.18;130.77;80.21;105.453
3813.15;166.11;80.21;105.453
4030.88;186.11;80.21;105.453
4321.74;202.31;80.21;105.453
5079.59;229.9;80.21;105.453
5337.63;267.77;80.21;105.453
5223.92;259.04;80.21;105.453
4757.60;221.8;80.21;105.453
4773.23;189.8;80.21;105.453
4619.28;159.98;80.21;105.453
4566.43;119.25;80.21;105.453
4440.22;110.6;80.21;107.069
4533.58;92.51;80.21;107.069
4672.49;83.22;80.21;107.069
4662.28;79.12;80.21;107.069
4686.89;76.14;80.21;107.069
4848.49;76.56;80.21;107.069
5083.30;88.15;80.21;107.069
4790.79;82.9;80.21;107.069
4662.27;69.72;80.21;107.069
4508.46;25.14;80.21;107.069
4698.50;5.04;80.21;107.069
4485.61;-0.01;80.21;107.069
4300.49;-0.28;80.21;107.069
4078.95;-2.49;80.21;107.069
3911.35;-0.1;80.21;107.069
3962.64;-0.03;80.21;107.069
4327.28;1.98;80.21;107.069
5184.64;75.81;80.21;107.069
5444.90;96.97;80.21;107.069
5737.10;105;80.21;107.069
5155.68;90.95;80.21;107.069
4894.53;89.77;80.21;107.069
4771.45;69.88;80.21;107.069
4723.39;70.96;80.21;107.069
4738.58;26.15;80.21;107.069
4778.05;24.59;80.21;107.069
4723.91;25.67;80.21;107.069
4730.72;40.04;80.21;107.069
4894.01;36.85;80.21;107.069
5227.49;25.95;80.21;107.069
5280.84;45.02;80.21;107.069
4963.92;35.76;80.21;107.069
4565.57;22.23;80.21;107.069
4301.26;12.29;80.21;107.069
4365.86;13;80.21;107.069
4225.46;5.31;80.21;107.069
4053.00;0.1;80.21;107.069
3543.68;0.09;80.21;107.069
3558.46;0.42;80.21;107.069
3762.01;8.52;80.21;107.069
3972.78;71.03;80.21;107.069
4627.61;139.9;80.21;107.069
5008.33;233.51;80.21;107.069
5154.38;252.18;80.21;107.069
4561.84;239.54;80.21;107.069
4609.96;238.28;80.21;107.069
4587.92;224.3;80.21;107.069
4608.46;182.38;80.21;107.069
4602.77;184.98;80.21;107.325
4635.02;184.6;80.21;107.325
4870.77;185.68;80.21;107.325
5025.46;195.55;80.21;107.325
5124.84;220.56;80.21;107.325
5194.52;264.91;80.21;107.325
5238.29;299.93;80.21;107.325
4794.60;285.03;80.21;107.325
4203.56;255;80.21;107.325
3728.96;214.92;80.21;107.325
3840.66;190.71;80.21;107.325
3933.44;187.85;80.21;107.325
3923.08;181.84;80.21;107.325
3703.01;179.98;80.21;107.325
3808.32;179.77;80.21;107.325
4064.94;182.86;80.21;107.325
4353.92;219.39;80.21;107.325
5283.75;263.32;80.21;107.325
5658.67;296.99;80.21;107.325
6104.36;290.37;80.21;107.325
5470.91;267.81;80.21;107.325
5286.77;247.99;80.21;107.325
5025.42;204.4;80.21;107.325
4768.30;192.9;80.21;107.325
4580.52;188.71;80.21;102.816
4616.71;184.13;80.21;102.816
4562.99;183;80.21;102.816
4510.30;185.55;80.21;102.816
4557.76;191.53;80.21;102.816
4807.23;229.54;80.21;102.816
5044.13;268.78;80.21;102.816
4729.53;260.33;80.21;102.816
4589.17;219.02;80.21;102.816
4410.76;182.51;80.21;102.816
4517.35;172.32;80.21;102.816
4576.73;136.12;80.21;102.816
4668.46;110.02;80.21;102.816
4192.50;100.01;80.21;102.816
3969.03;118.14;80.21;102.816
4194.55;139.9;80.21;102.816
4254.81;179.4;80.21;102.816
4922.84;215.47;80.21;102.816
5129.47;235.09;80.21;102.816
5248.42;233.47;80.21;102.816
4739.91;189.08;80.21;102.816
4766.73;177.46;80.21;102.816
4667.51;137.74;80.21;102.816
4713.66;161.67;80.21;102.816
4597.86;165.81;80.21;103.685
4761.37;163.31;80.21;103.685
4823.82;167.63;80.21;103.685
4946.09;180.73;80.21;103.685
5021.47;212.32;80.21;103.685
5108.69;248.74;80.21;103.685
5184.45;267.52;80.21;103.685
4874.74;273.83;80.21;103.685
4628.55;254.25;80.21;103.685
4130.65;212.9;80.21;103.685
4223.35;192.45;80.21;103.685
4187.33;188.72;80.21;103.685
4093.69;195.04;80.21;103.685
3765.84;200.05;80.21;103.685
3858.56;196;80.21;103.685
4049.95;200.47;80.21;103.685
4333.90;241.25;80.21;103.685
5112.65;266.2;80.21;103.685
5334.08;298.95;80.21;103.685
5266.70;301.63;80.21;103.685
4842.95;269.03;80.21;103.685
4942.31;250;80.21;103.685
5023.64;231.94;80.21;103.685
5025.05;232.45;80.21;103.685
5052.71;207.63;80.21;104.715
5027.01;200.14;80.21;104.715
5087.58;198.05;80.21;104.715
5282.21;199.97;80.21;104.715
5163.53;204.46;80.21;104.715
4921.03;254;80.21;104.715
5058.09;272.33;80.21;104.715
4963.83;282.11;80.21;104.715
4913.47;252.78;80.21;104.715
4510.62;216.35;80.21;104.715
4592.03;212.54;80.21;104.715
4424.88;202.24;80.21;104.715
4112.76;195.19;80.21;104.715
3658.34;193.64;80.21;104.715
3790.04;191.99;80.21;104.715
3882.97;194.53;80.21;104.715
4023.29;212.8;80.21;104.715
4508.32;244.94;80.21;104.715
4878.29;271.07;80.21;104.715
4858.11;272.31;80.21;104.715
4411.97;265.46;80.21;104.715
4451.64;253.68;80.21;104.715
4477.75;234.36;80.21;104.715
4554.51;214.9;80.21;104.715
4480.08;198.45;80.21;97.33
4494.18;194.28;80.21;97.33
4757.97;190.49;80.21;97.33
4954.92;191.86;80.21;97.33
4684.24;196.86;80.21;97.33
4622.14;205.33;80.21;97.33
4872.35;220.78;80.21;97.33
4912.66;209.88;80.21;97.33
4706.81;189.92;80.21;97.33
4177.84;190.62;80.21;97.33
4143.18;186.55;80.21;97.33
4022.95;160.03;80.21;97.33
3778.51;167.65;80.21;97.33
3443.18;157.38;80.21;97.33
3558.94;151.11;80.21;97.33
3631.60;155.01;80.21;97.33
3816.09;179.32;80.21;97.33
4558.67;196.21;80.21;97.33
5058.19;228.35;80.21;97.33
5071.07;235.99;80.21;97.33
4702.92;208.84;80.21;97.33
4834.55;205.09;80.21;97.33
4806.04;196.24;80.21;97.33
4837.65;191.16;80.21;97.33
4989.11;183.37;80.21;97.33
4966.68;178;80.21;97.33
4862.10;174.21;80.21;97.33
4923.15;171.81;80.21;97.33
5057.21;179.54;80.21;97.33
5147.13;188.98;80.21;97.33
4943.91;191.12;80.21;97.33
4403.26;189.6;80.21;97.33
4058.00;172.62;80.21;97.33
3583.90;146.58;80.21;97.33
3557.76;121.99;80.21;97.33
3389.90;82.36;80.21;97.33
3261.18;52.9;80.21;97.33
2957.63;33.78;80.21;97.33
2919.29;40.32;80.21;97.33
2915.15;65.84;80.21;97.33
3127.41;107.71;80.21;97.33
4031.03;171.19;80.21;97.33
4454.22;195.08;80.21;97.33
4574.42;205.81;80.21;97.33
4341.40;194.47;80.21;97.33
4367.65;175.84;80.21;97.33
4461.30;166.88;80.21;97.33
4627.98;160.22;80.21;97.33
4662.18;139.97;80.21;97.33
4653.02;121.76;80.21;97.33
4660.33;123.38;80.21;97.33
4672.90;133.96;80.21;97.33
4655.82;139.96;80.21;97.33
4730.14;146.1;80.21;97.33
4609.36;144.01;80.21;97.33
3964.95;133.55;80.21;97.33
3650.59;100;80.21;97.33
3482.11;75.92;80.21;97.33
3627.94;41.29;80.21;97.33
3363.88;20.73;80.21;97.33
3130.56;0.07;80.21;97.33
2846.85;0;80.21;97.33
2683.07;0.08;80.21;97.33
2543.98;15;80.21;97.33
2834.58;66.2;80.21;97.33
3854.24;158.02;80.21;97.33
4146.67;182.55;80.21;97.33
4256.53;191.54;80.21;97.33
3884.01;187.88;80.21;97.33
3929.06;171.46;80.21;97.33
3916.81;158.07;80.21;97.33
3974.49;95.9;80.21;97.33
4033.28;81;80.21;97.33
4264.97;84;80.21;97.33
4368.38;81;80.21;97.33
4361.47;85.25;80.21;97.33
4314.82;92.31;80.21;97.33
4287.02;95.23;80.21;97.33
4171.88;105;80.21;97.33
3784.86;108.65;80.21;97.33
3362.28;101.18;80.21;97.33
2963.33;95.51;80.21;97.33
3205.83;82.92;80.21;97.33
3144.31;75.98;80.21;97.33
3007.15;61.17;80.21;97.33
2636.52;45;80.21;97.33
2684.37;60.58;80.21;97.33
2729.89;82.92;80.21;97.33
2919.23;121.25;80.21;97.33
3698.91;189.84;80.21;97.33
4088.58;240.3;80.21;97.33
4400.09;250.73;80.21;97.33
4083.26;226.6;80.21;97.33
3962.55;221.23;80.21;97.33
3891.76;202;80.21;97.33
4039.13;205;80.21;97.33
4070.23;192.98;80.21;98.46
4120.50;191.14;80.21;98.46
4288.42;190.95;80.21;98.46
4344.41;190;80.21;98.46
4381.08;200.61;80.21;98.46
4408.77;251.27;80.21;98.46
4282.50;291.43;80.21;98.46
3840.74;295.43;80.21;98.46
3265.33;255.71;80.21;98.46
2723.05;232.54;80.21;98.46
2877.95;207.71;80.21;98.46
2857.86;193.56;80.21;98.46
2740.95;187.06;80.21;98.46
2399.77;176.57;80.21;98.46
2442.75;176.11;80.21;98.46
2519.52;168.94;80.21;98.46
2789.00;193.33;80.21;98.46
3688.17;224.93;80.21;98.46
4059.67;239.03;80.21;98.46
4327.42;240.01;80.21;98.46
3904.95;223.6;80.21;98.46
3834.92;200;80.21;98.46
3845.88;184.2;80.21;98.46
3881.41;191;80.21;98.46
4002.94;189.55;80.21;93.519
4068.65;183.1;80.21;93.519
4149.38;183.28;80.21;93.519
4278.70;183.38;80.21;93.519
4196.69;197.96;80.21;93.519
4184.30;227.24;80.21;93.519
4044.93;249.92;80.21;93.519
3539.56;249.9;80.21;93.519
3152.53;209.96;80.21;93.519
2678.81;193.5;80.21;93.519
2880.60;188.91;80.21;93.519
2828.45;175.87;80.21;93.519
2741.53;168.37;80.21;93.519
2463.59;158.9;80.21;93.519
2472.54;171.95;80.21;93.519
2461.55;175.85;80.21;93.519
2699.86;196.15;80.21;93.519
3393.33;222.95;80.21;93.519
3844.50;249;80.21;93.519
3923.31;250;80.21;93.519
3361.48;239.18;80.21;93.519
3527.18;220.1;80.21;93.519
3630.17;201.97;80.21;93.519
3598.85;188.55;80.21;93.519
3680.99;179.92;80.21;96.083
3825.99;181.08;80.21;96.083
3985.07;178.92;80.21;96.083
4072.29;180.5;80.21;96.083
3842.33;199.92;80.21;96.083
3585.95;229.76;80.21;96.083
3669.61;256.02;80.21;96.083
3551.73;256.25;80.21;96.083
3236.74;232.26;80.21;96.083
2930.98;207.93;80.21;96.083
3163.08;197.01;80.21;96.083
3046.70;185.06;80.21;96.083
2939.75;176.25;80.21;96.083
2535.32;167.93;80.21;96.083
2665.87;168.05;80.21;96.083
3016.80;173.4;80.21;96.083
3369.15;185.34;80.21;96.083
4083.51;204.96;80.21;96.083
4161.24;220.62;80.21;96.083
4221.25;223.61;80.21;96.083
3737.67;220.44;80.21;96.083
3817.66;199.71;80.21;96.083
3940.08;174.62;80.21;96.083
3946.63;191.07;80.21;96.083
3949.03;183.93;80.21;97.471
3875.40;187.01;80.21;97.471
3857.77;179.41;80.21;97.471
3997.34;176.09;80.21;97.471
4283.97;189.58;80.21;97.471
4498.21;218.07;80.21;97.471
4937.83;239.95;80.21;97.471
5098.72;244.1;80.21;97.471
5148.12;221.05;80.21;97.471
5242.33;196.56;80.21;97.471
5412.32;156.71;85.6;97.471
5329.08;122.43;87.4;97.471
5257.01;98.52;87.4;97.471
4905.29;86.77;87.4;97.471
5023.18;86.77;87.4;97.471
5362.09;102.34;87.4;97.471
5208.74;137;87.4;97.471
5545.92;180.26;87.4;97.471
5626.53;209.61;87.4;97.471
5655.26;209.97;87.4;97.471
4867.85;185;87.4;97.471
4882.72;190.17;87.4;97.471
4732.33;147.32;87.4;97.471
4594.68;130.46;87.4;97.471
4590.61;116.44;87.4;95.486
4630.64;108.65;87.4;95.486
4794.51;119.04;87.4;95.486
4844.31;119.4;87.4;95.486
4925.93;122.32;87.4;95.486
5089.66;128.32;87.4;95.486
5182.71;143.64;87.4;95.486
4886.48;141.5;87.4;95.486
4482.06;82.69;87.4;95.486
4136.52;55.43;87.4;95.486
4397.46;15.92;87.4;95.486
4323.72;2.43;87.4;95.486
4239.57;0.01;87.4;95.486
4075.74;0.08;87.4;95.486
3999.61;5.07;87.4;95.486
4104.31;20.45;87.4;95.486
4108.41;94.85;87.4;95.486
4551.85;138.87;87.4;95.486
4868.64;168.19;87.4;95.486
5032.03;171.36;87.4;95.486
4515.18;138.05;87.4;95.486
4473.30;118.23;87.4;95.486
4492.62;97.95;87.4;95.486
4527.40;100.58;87.4;95.486
4550.68;93.14;87.4;95.486
4613.06;91.92;87.4;95.486
4655.37;87.88;87.4;95.486
4719.19;84.06;87.4;95.486
4737.94;87.84;87.4;95.486
