thermal_demand;electricity_price;co2_price;gas_price;waste_heat
6040.2;74.03;76.5;106.087;12.9736
6838.2;74.13;76.5;106.087;13.9979
7258.68;80.16;76.5;106.087;10.2257
7241.51;83.19;76.5;106.087;11.3631
6557.58;78.28;76.5;106.087;10.8656
6368.77;49.1;76.5;106.087;8.904
6215.89;49.14;76.5;106.087;6.3878
6300.51;17.03;76.5;106.087;5.3445
6218.23;26.4;76.5;105.083;6.4814
5931.96;27.51;76.5;105.083;5.9474
5965.63;29.11;76.5;105.083;6.127
6081.68;30.3;76.5;105.083;5.7216
6195.28;35.05;76.5;105.083;5.4309
6304.48;38.47;76.5;105.083;5.6396
6395.11;41.29;76.5;105.083;9.5458
6240.08;49.2;76.5;105.083;9.7345
6225.32;49.48;76.5;105.083;11.6547
5929.05;47.15;76.5;105.083;13.5224
6284.12;45.4;76.5;105.083;14.2747
6163.39;45.91;78.53;105.083;12.1911
6066.56;41.81;79.21;105.083;13.3701
5709.85;40.15;79.21;105.083;11.8803
5869.14;46.91;79.21;105.083;13.0563
6032.78;54.32;79.21;105.083;11.9184
6258.9;65.02;79.21;105.083;12.8869
7009.33;82.86;79.21;105.083;12.5954
7408.25;92.04;79.21;105.083;12.3373
7471.76;86.17;79.21;105.083;10.7104
7012.8;75.08;79.21;105.083;10.0585
6926.21;59.45;79.21;105.083;10.5675
6631.56;55.4;79.21;105.083;6.0241
6469.75;45.43;79.21;105.083;5.3898
6268.56;54.52;79.21;101.046;6.7407
6132.75;41.15;79.21;101.046;7.1323
6238.92;55.82;79.21;101.046;6.8992
6235.37;55.68;79.21;101.046;7.4675
6431.03;63.85;79.21;101.046;6.6972
6605.75;70;79.21;101.046;6.9692
6944.67;85.36;79.21;101.046;12.3926
7078.22;97.71;79.21;101.046;11.1996
6621.72;94.45;79.21;101.046;12.7646
6265.01;82.8;79.21;101.046;15.0528
6375.05;72.81;79.21;101.046;15.6129
6295.79;66.64;79.21;101.046;11.457
6319.92;67.55;79.21;101.046;14.6597
5981.45;74.61;79.21;101.046;17.6189
5895.38;85.85;79.21;101.046;14.7941
6065.03;95.87;79.21;101.046;17.8769
6329.85;115.34;79.21;101.046;14.2447
7130.22;116.06;79.21;101.046;16.0388
7301.31;142.51;79.21;101.046;14.0744
7224.2;126.48;79.21;101.046;15.2472
6540.18;115.76;79.21;101.046;14.3042
6504.55;106.14;79.21;101.046;10.8111
6292.18;92.8;79.21;101.046;7.016
5956.68;75.43;79.21;101.046;7.3821
5720.09;77.12;79.21;101.046;7.4974
5644.11;76.6;79.21;101.046;6.5427
5627.81;71.38;79.21;101.046;7.3094
5502.15;71.24;79.21;101.046;6.9048
5603.32;76.73;79.21;101.046;6.5449
5732.77;93.07;79.21;101.046;6.8366
6236.51;102.96;79.21;101.046;9.8627
6178.3;122.09;79.21;101.046;12.7285
5836.28;130.02;79.21;101.046;14.3664
5412.01;93.08;79.21;101.046;15.9437
5457.85;113.49;79.21;101.046;14.0872
5260.14;93;79.21;101.046;14.7669
5103.08;79.2;79.21;101.046;16.9768
4612.06;91.95;79.21;101.046;15.0913
4550.37;93.24;79.21;101.046;14.9299
4485.68;106.6;79.21;101.046;14.801
4766.19;104.71;79.21;101.046;11.4573
5506.22;114.99;79.21;101.046;15.4466
5722.63;130.13;79.21;101.046;13.9013
5872.85;128.96;79.21;101.046;10.8017
5483.72;110;79.21;101.046;14.7443
5537.12;93.04;79.21;101.046;10.9772
5384.28;82.98;79.21;101.046;6.6489
5168.7;76.1;79.21;101.046;6.6856
5004.24;76.01;79.21;101.487;7.2495
4854.28;73.27;79.21;101.487;7.3755
4873.14;74.49;79.21;101.487;6.9554
4985.75;74.95;79.21;101.487;7.192
5013.31;99.02;79.21;101.487;7.4162
5132.91;80.57;79.21;101.487;7.5287
5613.59;133.06;79.21;101.487;13.9103
5749.07;483.03;79.21;101.487;12.0855
5362.26;350.24;79.21;101.487;13.9595
4967.91;133.04;79.21;101.487;14.2261
5109.87;99.09;79.21;101.487;17.7929
5032.98;85.31;79.21;101.487;18.4634
4876.67;59.96;79.21;101.487;15.1079
4361.16;62.42;79.21;101.487;16.1091
4396.23;62.81;79.21;101.487;14.8711
4488.18;99.01;79.21;101.487;14.1197
4714.73;99.07;79.21;101.487;14.6359
5561.82;133.1;79.21;101.487;17.535
6068.29;250.03;79.21;101.487;17.0252
6049.77;155.23;79.21;101.487;10.0372
5598.87;131.19;79.21;101.487;12.2472
5650.53;107.77;79.21;101.487;10.923
5616.32;94.82;79.21;101.487;6.6335
5474.32;79;79.21;101.487;7.004
5397.73;75.81;79.21;96.216;7.4296
5322.66;72.07;79.21;96.216;7.2174
5142.97;70.68;79.21;96.216;6.7259
5205.3;70.17;79.21;96.216;6.7352
5253.26;70.07;79.21;96.216;7.1409
5359.27;75.9;79.21;96.216;7.5029
5873.86;98.27;79.21;96.216;13.1031
5774.96;98.21;79.21;96.216;13.755
5558.17;102.29;79.21;96.216;13.0134
5172.68;80;79.21;96.216;14.5676
5058.73;72.41;79.21;96.216;15.4946
4844.72;129.05;79.21;96.216;10.2464
4556.49;129.08;79.21;96.216;16.3984
3889.21;133.05;79.21;96.216;16.4284
3871.45;251.8;79.21;96.216;13.6095
3908.12;250.02;79.21;96.216;12.9233
4071.53;90.09;79.21;96.216;16.2805
4907.28;107.68;79.21;96.216;15.8881
5121.81;127.13;79.21;96.216;14.076
4988.64;123.35;79.21;96.216;10.6256
4461.48;100.62;79.21;96.216;10.965
4426.4;85.37;79.21;96.216;12.2496
4448.93;76.99;79.21;96.216;7.5343
4425.57;70.66;79.21;96.216;7.3482
4455.7;55.99;79.21;96.188;6.6261
4508.81;51.94;79.21;96.188;7.4289
4503.49;49.38;79.21;96.188;7.2539
4544.74;51.3;79.21;96.188;7.1723
4649.7;52.12;79.21;96.188;7.0975
4977.3;76.57;79.21;96.188;7.2189
5368.49;98.98;79.21;96.188;11.7229
5096.36;102.04;79.21;96.188;12.8528
4413.1;102.02;79.21;96.188;9.9663
3757.38;102.02;79.21;96.188;12.1688
3732.94;80.59;79.21;96.188;14.0253
3569.93;77.69;79.21;96.188;20.8512
3424.93;48.6;79.21;96.188;10.8692
3011.34;50.26;79.21;96.188;15.0887
3010.29;51.2;79.21;96.188;14.1586
3037.24;58.17;79.21;96.188;15.0307
3341.19;76.29;79.21;96.188;17.1687
4266.64;89.98;79.21;96.188;14.4544
4754.67;105.02;79.21;96.188;17.0925
4871.9;102.04;79.21;96.188;11.6404
4274.31;80.59;79.21;96.188;11.4366
4182.13;50.64;79.21;96.188;12.6393
4220.57;49.48;79.21;96.188;6.3682
4283.78;46.58;79.21;96.188;6.4444
4388.09;36.79;79.21;109.395;6.0494
4489.85;37.3;79.21;109.395;5.9991
4517.06;36.91;79.21;109.395;6.0114
4424.36;37.91;79.21;109.395;6.1886
4208.5;38.03;79.21;109.395;5.2891
4259.71;38.11;79.21;109.395;6.0874
4611.63;49.31;79.21;109.395;8.6989
4872.2;76.86;79.21;109.395;10.6434
4913.81;38.36;79.21;109.395;11.9706
4631.79;23.93;79.21;109.395;11.0171
4730.94;11.6;79.21;109.395;13.5773
4491.58;10.4;79.21;109.395;13.0439
4239.84;10.35;79.21;109.395;12.1069
3822.15;14.52;79.21;109.395;14.3325
3593.28;23.96;79.21;109.395;12.4104
3682.85;29.28;79.21;109.395;13.7687
3973.42;79.56;79.21;109.395;13.3416
4807.81;83.22;79.21;109.395;11.2759
5016.28;92.68;79.21;109.395;14.1415
4806.37;90.87;79.21;109.395;12.4665
4203.18;83.34;79.21;109.395;10.7221
4240.39;76.01;79.21;109.395;10.4171
4268.7;40.28;79.21;109.395;5.6354
4200.11;31.22;79.21;109.395;5.9757
4146.7;36.26;79.21;114.125;6.0284
4040.11;33.87;79.21;114.125;6.1601
4123.29;33.37;79.21;114.125;6.4205
4241.09;33.54;79.21;114.125;6.1242
4389.54;35.16;79.21;114.125;6.7337
4588.16;36.34;79.21;114.125;5.9808
4830.71;33.17;79.21;114.125;9.0113
4730.76;37.23;79.21;114.125;10.6073
4722.91;41.92;79.21;114.125;12.4302
4401.78;45.09;79.21;114.125;12.6507
4407.12;46.25;79.21;114.125;13.0538
4135.67;48.23;78.68;114.125;12.3722
3990.2;49.63;78.5;114.125;12.8436
3613.73;49.24;78.5;114.125;13.9141
3467.95;49.53;78.5;114.125;12.9318
3444.91;51.23;78.5;114.125;12.525
3791.56;75.81;78.5;114.125;12.4895
4811.46;91.63;78.5;114.125;13.1302
5102.02;97.38;78.5;114.125;11.1585
5103.47;97.36;78.5;114.125;13.9975
4419.54;88.53;78.5;114.125;10.4775
4529.86;85.77;78.5;114.125;8.538
4627.74;77.71;78.5;114.125;5.8124
4581.22;69.38;78.5;114.125;5.744
4525.4;62.51;78.5;100.981;6.6438
4491.91;62.29;78.5;100.981;7.3545
4541.13;61.97;78.5;100.981;7.2068
4655.08;63.95;78.5;100.981;6.9996
4740.47;66.96;78.5;100.981;6.6351
5053.6;79.71;78.5;100.981;7.0408
5422.46;92.93;78.5;100.981;11.1671
4783.05;157.78;78.5;100.981;9.1309
4224.62;140.1;78.5;100.981;13.5307
3925.96;97.99;78.5;100.981;11.3938
4114.66;80.05;78.5;100.981;19.2358
3858.8;80.14;78.5;100.981;16.0314
3781.46;79.07;78.5;100.981;13.6225
3288.74;75.35;78.5;100.981;15.6476
3200.27;74.06;78.5;100.981;11.7139
3540.27;79.8;78.5;100.981;16.5129
3981.77;81.05;78.5;100.981;15.5299
4676.74;111.88;78.5;100.981;12.3552
4973;172.15;78.5;100.981;14.7335
5003.23;149.75;78.5;100.981;13.1415
4608.75;100.27;78.5;100.981;13.6046
4640.28;97.99;78.5;100.981;14.152
4641.42;79.8;78.5;100.981;5.6224
4704.11;74.74;78.5;100.981;6.6157
4622.73;77.99;78.5;100.981;6.2684
4455.28;70.15;78.5;100.981;6.9385
4521.37;67.26;78.5;100.981;6.8322
4491.17;66.35;78.5;100.981;7.0461
4643.21;79.79;78.5;100.981;6.9008
4658.57;98.01;78.5;100.981;7.0122
4757.89;92.35;78.5;100.981;11.4588
4587.39;139.28;78.5;100.981;13.6729
4233.3;141.24;78.5;100.981;15.1284
3671.68;98.05;78.5;100.981;11.7775
3952.14;87.07;78.5;100.981;13.9644
3808.82;87.05;78.5;100.981;13.5145
3713.3;79.9;78.5;100.981;18.0205
3269.64;79.8;78.5;100.981;17.0976
3365.02;87.02;78.5;100.981;14.8
3865.54;98.01;78.5;100.981;16.922
4163.48;105.95;78.5;100.981;13.2518
4908.97;135.19;78.5;100.981;15.3312
5366.17;135.45;78.5;100.981;15.6265
5222.27;87;78.5;100.981;17.4367
4603.01;79.8;78.5;100.981;15.2011
4647.82;58.01;78.5;100.981;11.235
4638.25;56.65;78.5;100.981;7.1514
4470.65;55.17;78.5;100.981;6.8518
4547.93;50.55;78.5;101.827;7.5722
4509;48.42;78.5;101.827;6.8222
4451.72;46.48;78.5;101.827;7.2176
4487.38;46.46;78.5;101.827;7.1513
4676.06;46.97;78.5;101.827;6.747
5118.09;47.69;78.5;101.827;7.6972
5484.22;48.99;78.5;101.827;11.5711
5221.6;62.37;78.5;101.827;11.3139
5020.77;61.5;78.5;101.827;16.6963
4735.42;54.71;78.5;101.827;13.6048
5032.84;49.55;78.5;101.827;15.9108
5086.48;45.2;78.5;101.827;13.597
4982.56;44.99;78.5;101.827;16.1435
4718.27;46.15;78.5;101.827;14.3574
4774.26;47.75;78.5;101.827;14.1062
4778.01;47.89;78.5;101.827;11.9312
4798.99;47.49;78.5;101.827;14.7297
5423.14;48.51;78.5;101.827;15.5188
5623.09;91.01;78.5;101.827;16.329
5613.19;46.9;78.5;101.827;13.3408
4900.43;49.41;78.5;101.827;13.4222
4760.88;43.62;78.5;101.827;10.3925
4686.91;43;78.5;101.827;6.7793
4556.32;42.06;78.5;101.827;6.9961
4514.9;35.64;78.5;101.957;7.8418
4455.76;37.63;78.5;101.957;6.8578
4431.79;35.56;78.5;101.957;7.0269
4470.57;35.14;78.5;101.957;6.6408
4627.88;38.18;78.5;101.957;7.6405
4870.78;40.69;78.5;101.957;6.8305
5034.12;43.62;78.5;101.957;13.8435
4722.21;49.2;78.5;101.957;10.478
4421.17;53.47;78.5;101.957;10.6633
4086.5;55.53;78.5;101.957;13.4594
4344.64;46.16;78.5;101.957;16.5123
4234.23;37.91;78.5;101.957;14.3033
4033.27;32.91;78.5;101.957;14.1683
3631.71;30.29;78.5;101.957;17.6995
3450.39;29.47;78.5;101.957;12.998
3555;24.67;78.5;101.957;14.7651
3578.19;34.99;78.5;101.957;16.2682
4200.33;44.33;78.5;101.957;14.3618
4461.83;63.68;78.5;101.957;17.8206
4409.09;62.17;78.5;101.957;11.6819
3736.19;38.92;78.5;101.957;14.1712
3648.38;36.1;78.5;101.957;13.0765
3610.92;31.12;78.5;101.957;7.4834
3658.14;24.08;78.5;101.957;6.9062
3663.73;20.6;78.5;110.03;6.7577
3677.35;18.38;78.5;110.03;6.8492
3587.97;12.13;78.5;110.03;6.5031
3640.86;9.99;78.5;110.03;7.4528
3721.36;12.01;78.5;110.03;6.6202
3756.93;12.77;78.5;110.03;6.9408
4024.48;21.49;78.5;110.03;9.8368
3887.06;22.39;78.5;110.03;12.1017
3736.5;15.94;78.5;110.03;13.3328
3484.6;13.28;78.5;110.03;11.3838
3742.09;16.88;78.5;110.03;15.4524
3597.61;18.83;78.5;110.03;14.0632
3416.07;13;78.5;110.03;13.29
3129.31;9.86;78.5;110.03;16.6908
3126.21;13.44;78.5;110.03;15.2419
3086.06;26.19;78.5;110.03;16.9288
3194.2;39.7;78.5;110.03;11.5375
3935.58;42.32;78.5;110.03;12.8555
4164.12;44.63;78.5;110.03;16.2079
4087.63;57.09;78.5;110.03;15.8605
3574.37;41.98;78.5;110.03;13.4461
3512.15;39.91;78.5;110.03;9.7043
3523.36;37.02;78.5;110.03;7.4579
3576.37;35.48;78.5;110.03;7.1378
3599.42;38.45;78.5;119.844;6.5593
3559.33;38.82;78.5;119.844;5.8439
3623.19;38.81;78.5;119.844;5.8148
3830.04;39.6;78.5;119.844;5.5471
4037.61;41.73;78.5;119.844;6.0479
4043.55;43.52;78.5;119.844;6.1787
4386.11;44.29;78.5;119.844;8.8468
4470.77;45.67;78.5;119.844;9.2534
4495.26;44.1;78.5;119.844;11.3817
4424.61;41.83;78.5;119.844;11.9946
4848.5;36.04;78.5;119.844;14.4492
5024.13;25.08;78.5;119.844;12.4093
4907.89;25.74;78.5;119.844;13.0725
4477.02;12.75;78.5;119.844;12.8866
4349.79;16.26;78.5;119.844;14.3542
4327.62;35.04;78.5;119.844;13.8292
4399.53;51.29;78.5;119.844;12.6422
5066.59;74.74;78.5;119.844;14.8637
5214.03;84.18;78.5;119.844;12.1791
5159.63;81.98;78.5;119.844;9.7279
4653.64;74.71;78.5;119.844;11.5437
4630.78;56.94;78.5;119.844;9.539
4543.44;45.74;78.5;119.844;6.134
4666.03;42.09;78.5;119.844;6.035
4670.59;42.09;78.5;121.255;5.5921
4729.24;42.02;78.5;121.255;6.073
4749.87;42.1;78.5;121.255;6.1272
4854.95;43.82;78.5;121.255;5.9812
4961.14;46.19;78.5;121.255;5.8166
4965.53;44.57;78.5;121.255;10.8953
5183.6;48.92;78.5;121.255;9.4962
5123.51;50.04;78.5;121.255;11.0824
4942.31;49.31;78.5;121.255;11.4412
4497.42;42.04;78.5;121.255;10.6089
4591.73;35.37;78.12;121.255;14.3096
4387.05;35.46;78;121.255;11.7124
4246.49;33.1;78;121.255;12.7683
3806.35;30.68;78;121.255;14.3263
3808.34;32.6;78;121.255;13.8525
3886.58;41.07;78;121.255;12.631
4190.93;52.66;78;121.255;12.1995
4991.1;57.62;78;121.255;12.9887
5155.6;79.9;78;121.255;10.3193
4984.84;51.05;78;121.255;10.152
4469.96;50.09;78;121.255;9.8031
4452.4;46.28;78;121.255;6.1573
4471.02;43.98;78;121.255;5.624
4509.59;40.41;78;121.255;6.4114
4493.37;40.39;78;120.241;6.7563
4500.71;40.01;78;120.241;7.4603
4430.72;37.49;78;120.241;7.5512
4440.48;36.49;78;120.241;7.1493
4437.96;36.49;78;120.241;7.0784
4443.16;40.01;78;120.241;11.8804
4727.39;52.08;78;120.241;11.5459
4708.15;49.3;78;120.241;12.9592
4641.19;40.87;78;120.241;10.9326
4386.72;37.49;78;120.241;13.2113
4575.47;30.39;78;120.241;14.6779
4458.21;18.04;78;120.241;13.7831
4400.2;20.05;78;120.241;16.173
4156.43;10.03;78;120.241;13.2266
4292.52;4.47;78;120.241;17.1142
4401.02;19.93;78;120.241;13.597
4394.23;13.15;78;120.241;16.7795
5050.42;40.92;78;120.241;13.3837
5332.62;47.05;78;120.241;11.9929
5352.69;48.35;78;120.241;13.1284
4809.96;44.57;78;120.241;11.8392
4756.19;26.22;78;120.241;6.7707
4683.9;0.33;78;120.241;6.4282
4564.02;5.54;78;120.241;7.1916
4546.84;1.3;78;120.241;6.7269
4640.14;0.6;78;120.241;7.0489
4739.71;0.84;78;120.241;7.8398
4867.02;1.51;78;120.241;7.4452
5059.97;7.01;78;120.241;7.2509
5301.3;56.84;78;120.241;8.9365
5585.58;76.03;78;120.241;13.0851
5288.01;68.65;78;120.241;12.2505
4918.06;46.82;78;120.241;12.3873
4638.93;38.29;78;120.241;15.9168
4712.46;39.3;78;120.241;15.3728
4496.24;39.28;78;120.241;14.7458
4351.97;38.37;78;120.241;16.1242
3931.9;33.38;78;120.241;16.9039
3811.44;25.1;78;120.241;15.5096
3857.95;8.83;78;120.241;14.1864
3909.08;41.2;78;120.241;12.6497
4561.63;70.96;78;120.241;17.3018
4861.71;93.1;78;120.241;13.3723
4876.95;92.61;78;120.241;10.9522
4330.42;42.09;78;120.241;11.4527
4332.76;25.7;78;120.241;6.9139
4208.56;1.66;78;120.241;7.0258
4211.21;25.28;78;120.241;7.1722
4211.48;20.63;78;120.346;7.4165
4258.84;16.95;78;120.346;6.5762
4301.26;12.99;78;120.346;6.7694
4461.1;26.84;78;120.346;6.6327
4468.32;68.73;78;120.346;7.1927
4641.05;88.17;78;120.346;13.1484
4818.05;115.1;78;120.346;14.0815
4541.15;114.07;78;120.346;12.1734
4127.16;89.4;78;120.346;11.1975
3722.08;81.23;78;120.346;16.3581
3798.41;77.47;78;120.346;15.3413
3511.28;73.97;78;120.346;16.0842
3374.81;71.48;78;120.346;16.0319
3157.78;68.92;78;120.346;16.8921
3056.46;71.32;78;120.346;15.9999
3249.86;74.86;78;120.346;14.5501
3541.05;90.22;78;120.346;19.0031
4106.59;108.14;78;120.346;18.3039
4180.64;120.35;78;120.346;15.3566
4197.71;99.14;78;120.346;13.5896
3821.71;74.71;78;120.346;10.8546
4020.76;61.49;78;120.346;7.495
4057.57;55.33;78;120.346;6.9265
3994.49;54.52;78;120.346;7.0252
3921.51;60.27;78;111.258;7.0976
3845.59;50.17;78;111.258;6.6703
3921.84;51.57;78;111.258;7.4438
4152.76;72.42;78;111.258;6.8099
4618.78;78.5;78;111.258;6.8061
5023.96;112.67;78;111.258;10.1731
5529.59;249.9;78;111.258;11.3247
5592.24;249.96;78;111.258;13.2618
5700.95;79.99;78;111.258;15.7482
5808.33;75;78;111.258;16.6026
6117.72;63.06;78;111.258;14.7077
5823.16;59.49;78;111.258;16.9054
5588.15;56.22;78;111.258;18.6924
5178.51;60.06;78;111.258;13.7274
5085.78;74.99;78;111.258;19.9899
4948.33;65.66;78;111.258;14.7215
5021.69;70.08;78;111.258;14.3058
5600.55;97.51;78;111.258;14.4467
5678.83;118.81;78;111.258;13.0623
5741.64;80.58;78;111.258;12.3399
5260.09;72.71;78;111.258;11.1627
5260.33;70.84;78;111.258;7.3487
5054.12;57.67;78;111.258;6.7402
4925.84;46.78;78;111.258;7.4336
4904.01;48.27;78;109.154;7.182
4715.5;47.52;78;109.154;6.8011
4740.59;46.53;78;109.154;7.2696
4977.99;47.34;78;109.154;6.7601
5212.87;50.02;78;109.154;7.2372
5414.93;74.99;78;109.154;10.6851
5580.97;83.67;78;109.154;11.3255
5447.96;79.7;78;109.154;10.715
5063.12;66.46;78;109.154;11.7112
4898.41;50.5;78;109.154;11.6102
5038.34;45.54;78;109.154;14.8119
4653.64;44.43;78;109.154;14.7073
4445.03;40.03;78;109.154;13.3192
4061.71;37.07;78;109.154;18.2927
3996.49;31.04;78;109.154;15.4431
4138.84;27.61;78;109.154;15.998
4398.24;46.75;78;109.154;15.2084
5050.91;108.38;78;109.154;16.6394
5196.56;104.1;78;109.154;13.797
5214.25;70.06;78;109.154;13.3129
4802.79;53.4;78;109.154;11.1226
4822.87;52.73;78;109.154;6.6135
4822.74;49.62;78;109.154;7.185
4796.2;42.05;78;109.154;5.8152
4850.74;43.78;78;108.819;5.9781
4790.21;44;78;108.819;5.6484
4778.62;44.87;78;108.819;5.2881
4822.42;47.51;78;108.819;5.7382
4899.29;48.25;78;108.819;6.001
4963.03;49.94;78;108.819;9.3316
5257.66;59.76;78;108.819;9.8666
5231.56;58.71;78;108.819;11.8635
5262.62;48.25;78;108.819;12.6527
5017.7;39.12;78;108.819;11.312
5218.92;39.99;78;108.819;15.3602
5000.18;39.55;78;108.819;11.9969
4682;37.84;78;108.819;11.5515
4184.6;34.92;78;108.819;12.0108
4176;39.21;78;108.819;14.5895
4278.65;39.87;78;108.819;13.626
4301.69;60.09;78;108.819;12.9918
4872.32;95.57;78;108.819;13.0855
5193.93;116.52;78;108.819;11.8033
5465.38;117.87;78;108.819;11.6683
4961;111.86;78;108.819;7.4215
5005.76;94.89;78;108.819;5.587
4971.26;78.92;78;108.819;5.5563
4971.76;11.3;78;108.819;6.4185
5026.64;0.17;78;105.453;6.1892
5160.77;0.16;78;105.453;6.1569
5175.1;0.51;78;105.453;6.3269
5291.37;0.2;78;105.453;5.8251
5375.25;0.16;78;105.453;6.0828
5280.48;0.18;78;105.453;9.6214
5332.5;0.17;78;105.453;10.437
5244.41;0.2;78;105.453;10.8359
5120.61;0.14;78;105.453;12.0424
4532.06;-0.03;78;105.453;14.3597
4600.26;-2.01;79.66;105.453;12.8619
4402.31;-0.02;80.21;105.453;12.5776
4230.43;-6.55;80.21;105.453;14.6212
3789.18;-10;80.21;105.453;13.2502
3813.15;-5;80.21;105.453;12.4064
4030.88;-0.15;80.21;105.453;14.1529
4321.74;6.75;80.21;105.453;13.5227
5079.59;27.72;80.21;105.453;13.7009
5337.63;29.87;80.21;105.453;12.3597
5223.92;25.71;80.21;105.453;11.1865
4757.6;23.62;80.21;105.453;10.0291
4773.23;4.96;80.21;105.453;6.0856
4619.28;1.22;80.21;105.453;6.3183
4566.43;2.87;80.21;105.453;7.2497
4440.22;2.48;80.21;107.069;6.8463
4533.58;4.11;80.21;107.069;7.0878
4672.49;40.01;80.21;107.069;7.2544
4662.28;24.42;80.21;107.069;7.1899
4686.89;76.07;80.21;107.069;6.7333
4848.49;100.2;80.21;107.069;13.1421
5083.3;117.45;80.21;107.069;10.993
4790.79;115.07;80.21;107.069;13.2298
4662.27;78.05;80.21;107.069;13.4363
4508.46;47.64;80.21;107.069;13.143
4698.5;39.99;80.21;107.069;17.6882
4485.61;38.97;80.21;107.069;15.6203
4300.49;35.61;80.21;107.069;15.2455
4078.95;37.39;80.21;107.069;12.759
3911.35;43.11;80.21;107.069;12.7267
3962.64;60.84;80.21;107.069;18.0187
4327.28;74.32;80.21;107.069;17.1871
5184.64;112.07;80.21;107.069;13.394
5444.9;136.31;80.21;107.069;14.565
5737.1;125.18;80.21;107.069;15.7553
5155.68;96.14;80.21;107.069;11.9276
4894.53;75.23;80.21;107.069;6.5882
4771.45;68.5;80.21;107.069;7.4523
4723.39;41.81;80.21;107.069;7.3286
4738.58;43;80.21;107.069;6.9071
4778.05;43.84;80.21;107.069;6.662
4723.91;45.65;80.21;107.069;7.2021
4730.72;49.36;80.21;107.069;7.1454
4894.01;70.06;80.21;107.069;7.3167
5227.49;88.23;80.21;107.069;14.3967
5280.84;92.42;80.21;107.069;11.6932
4963.92;77.86;80.21;107.069;15.6869
4565.57;65.78;80.21;107.069;13.4842
4301.26;50.48;80.21;107.069;13.5825
4365.86;45.07;80.21;107.069;16.2862
4225.46;37.53;80.21;107.069;16.0458
4053;30.04;80.21;107.069;13.624
3543.68;26.93;80.21;107.069;18.2575
3558.46;29.76;80.21;107.069;14.1859
3762.01;40.36;80.21;107.069;15.3091
3972.78;49.29;80.21;107.069;16.6603
4627.61;98.13;80.21;107.069;16.8763
5008.33;107.43;80.21;107.069;13.9949
5154.38;102.15;80.21;107.069;13.514
4561.84;48.22;80.21;107.069;10.6107
4609.96;32.89;80.21;107.069;7.2493
4587.92;5.1;80.21;107.069;7.1716
4608.46;22.24;80.21;107.069;7.2635
4602.77;4.1;80.21;107.325;6.8674
4635.02;4.06;80.21;107.325;6.9031
4870.77;4.08;80.21;107.325;7.3026
5025.46;24.66;80.21;107.325;6.8912
5124.84;15.08;80.21;107.325;7.025
5194.52;76.02;80.21;107.325;11.0585
5238.29;99.63;80.21;107.325;10.7919
4794.6;70.09;80.21;107.325;13.6756
4203.56;70.01;80.21;107.325;14.9725
3728.96;1.5;80.21;107.325;16.7254
3840.66;0.42;80.21;107.325;13.9639
3933.44;0.65;80.21;107.325;16.4978
3923.08;0.47;80.21;107.325;17.0823
3703.01;0.67;80.21;107.325;14.6213
3808.32;0.3;80.21;107.325;14.4521
4064.94;0.44;80.21;107.325;13.5304
4353.92;0.45;80.21;107.325;16.181
5283.75;4.01;80.21;107.325;17.7265
5658.67;4.03;80.21;107.325;12.4273
6104.36;4.01;80.21;107.325;10.25
5470.91;0.43;80.21;107.325;11.6136
5286.77;0.4;80.21;107.325;7.3896
5025.42;0.44;80.21;107.325;6.3463
4768.3;-2;80.21;107.325;6.6875
4580.52;0.21;80.21;102.816;7.2248
4616.71;0.23;80.21;102.816;7.378
4562.99;0.25;80.21;102.816;7.003
4510.3;0.24;80.21;102.816;7.416
4557.76;0.63;80.21;102.816;7.0551
4807.23;4.06;80.21;102.816;10.7823
5044.13;12.57;80.21;102.816;12.8756
4729.53;24.71;80.21;102.816;18.5642
4589.17;24.19;80.21;102.816;14.8311
4410.76;7.2;80.21;102.816;9.9323
4517.35;0.32;80.21;102.816;12.0599
4576.73;0.23;80.21;102.816;13.7302
4668.46;0.26;80.21;102.816;15.1278
4192.5;0.27;80.21;102.816;16.0523
3969.03;4.2;80.21;102.816;11.7925
4194.55;8.68;80.21;102.816;14.1113
4254.81;22.29;80.21;102.816;13.9574
4922.84;25.6;80.21;102.816;14.9641
5129.47;25.39;80.21;102.816;12.8735
5248.42;21;80.21;102.816;10.4955
4739.91;18.82;80.21;102.816;10.7488
4766.73;4.94;80.21;102.816;7.0057
4667.51;3.46;80.21;102.816;7.3662
4713.66;4.16;80.21;102.816;7.1343
4597.86;4.15;80.21;103.685;7.2665
4761.37;4.37;80.21;103.685;6.4844
4823.82;4.93;80.21;103.685;6.717
4946.09;15.56;80.21;103.685;7.5042
5021.47;27.51;80.21;103.685;7.2456
5108.69;39.52;80.21;103.685;11.1158
5184.45;48.61;80.21;103.685;10.7884
4874.74;69.27;80.21;103.685;14.8605
4628.55;65.59;80.21;103.685;13.4436
4130.65;42.16;80.21;103.685;17.5398
4223.35;24.94;80.21;103.685;16.1055
4187.33;20.09;80.21;103.685;14.0201
4093.69;4.98;80.21;103.685;16.7982
3765.84;0.81;80.21;103.685;17.9031
3858.56;0.43;80.21;103.685;15.3188
4049.95;17.22;80.21;103.685;16.7197
4333.9;39.4;80.21;103.685;10.7771
5112.65;45.26;80.21;103.685;12.9344
5334.08;103.96;80.21;103.685;15.1067
5266.7;90.09;80.21;103.685;14.8412
4842.95;30.74;80.21;103.685;10.7356
4942.31;48.07;80.21;103.685;6.8508
